"","SPX","NKY","KOSPI","HSI","TWSE","UKX","AS51"
"2021-12-09",1,0.203688119355468,0.182046003854673,0.209463836317615,0.191676740034821,0.481855845857058,0.25557493296424
"2021-12-10",1,0.20144190526793,0.180998077929065,0.207643252476113,0.19026161854012,0.480820133534778,0.254378366780415
"2021-12-13",1,0.200418322029027,0.182214335120352,0.208904891978941,0.192033482410072,0.482482011235798,0.254064134360369
"2021-12-14",1,0.200317291877399,0.181980371666613,0.210312488057047,0.193957191421182,0.481956513440552,0.250856842777376
"2021-12-15",1,0.201675196628321,0.182693825785969,0.206190632416855,0.197358292617788,0.477770506302054,0.245122010635186
"2021-12-16",1,0.195798797286693,0.182433194669065,0.20709057854955,0.195977797296503,0.475595561320766,0.248280005180379
"2021-12-17",1,0.200791480700109,0.180031099003386,0.209738531740702,0.193850091418595,0.4715704787139,0.246767750266911
"2021-12-20",1,0.206999280392143,0.185241073866471,0.214795318927582,0.195824581377767,0.472823140995984,0.244744582173967
"2021-12-21",1,0.21628840508242,0.188641550405029,0.21995173168632,0.20328184745996,0.477496469664383,0.253922046840219
"2021-12-22",1,0.214064409464731,0.186849763661966,0.218952610077415,0.200512411310789,0.477677826285378,0.250283173801586
"2021-12-23",1,0.214370674081614,0.186774593178035,0.218615103754096,0.201140146361522,0.47780506864566,0.249718646512585
"2021-12-27",1,0.211097272760034,0.185278629384412,0.216942785997431,0.202683644032626,0.475918443706821,0.247367062707425
"2021-12-28",1,0.210878027117974,0.185240739175444,0.216920252549864,0.202444379759806,0.475726599228097,0.247105919539828
"2021-12-29",1,0.210723063093057,0.18470574113598,0.216550991417621,0.202417851647942,0.475396616391885,0.244228132113286
"2021-12-30",1,0.210985047441463,0.185063861251902,0.216486888162106,0.202473963331561,0.475466861471572,0.243948239017194
"2021-12-31",1,0.210726832646856,0.184852916197051,0.213959875000341,0.202183834451179,0.475644210228273,0.244591731599999
"2022-01-03",1,0.210851684855016,0.185716158076496,0.213020038069244,0.202866863453678,0.475312822642237,0.244265854589026
"2022-01-04",1,0.209543400987495,0.185740749720331,0.213041220220842,0.200886593748602,0.471811931021071,0.241016042204795
"2022-01-05",1,0.206761722848464,0.195960818552389,0.223639832948499,0.20059385319375,0.461533864057951,0.240673869473712
"2022-01-06",1,0.207361893051605,0.196478162073682,0.221152445075773,0.200628713690057,0.461724152430586,0.240341097889548
"2022-01-07",1,0.207641027887716,0.193123498552336,0.216718786582145,0.202917363077853,0.461045040229734,0.237913768366357
"2022-01-10",1,0.207484097738248,0.193314181707877,0.215468351308798,0.20243050845345,0.461152868579341,0.237738188148033
"2022-01-11",1,0.204429313263224,0.193465512822574,0.215811337046135,0.20366209626985,0.462564182362266,0.234552744733352
"2022-01-12",1,0.205274139035925,0.194364007719275,0.216595569251409,0.203795373109787,0.462928705779213,0.234601134794564
"2022-01-13",1,0.209670573761574,0.196642008674188,0.214616233084879,0.202112656689279,0.458459348714047,0.230584009918811
"2022-01-14",1,0.20957552159821,0.196398869482075,0.214470115536362,0.201893818698623,0.458331658723426,0.230495971653491
"2022-01-18",1,0.205281732504419,0.212501509345191,0.220687036927479,0.202137248472382,0.453030754672352,0.228519439150186
"2022-01-19",1,0.211460851106557,0.212733553446976,0.216929004079196,0.203068917560494,0.443589818845024,0.230143926746172
