,SPX_F,NKY_F,KOSPI_F,HSI_F,TWSE_F,UKX_F,AS51_F
2003-10-08,1035.0,10480.0,92.65,11740.0,11740.0,4283.5,3247.0
2003-10-09,1038.5,10510.0,94.9,11853.0,11853.0,4318.5,3257.0
2003-10-10,1040.5,10760.0,97.9,11907.0,11907.0,4322.5,3273.0
2003-10-13,1044.5,10760.0,98.4,11980.0,11980.0,4373.0,3282.0
2003-10-14,1047.5,10980.0,99.5,11890.0,11890.0,4343.0,3283.0
2003-10-15,1044.5,10880.0,99.3,12051.0,12051.0,4374.5,3292.0
2003-10-16,1049.25,11010.0,101.4,12008.0,12008.0,4341.0,3304.0
2003-10-17,1037.75,10990.0,100.2,12045.0,12045.0,4348.0,3305.0
2003-10-20,1045.25,11140.0,101.2,12187.0,12187.0,4357.5,3290.0
2003-10-21,1043.5,11030.0,101.8,12221.0,12221.0,4358.0,3308.0
2003-10-22,1030.5,10850.0,101.3,12220.0,12220.0,4286.5,3297.0
2003-10-23,1028.5,10250.0,98.2,11665.0,11665.0,4239.5,3264.0
2003-10-24,1030.0,10390.0,97.75,11710.0,11710.0,4245.0,3256.0
2003-10-27,1030.75,10440.0,98.7,11745.0,11745.0,4255.5,3242.0
2003-10-28,1044.75,10500.0,101.25,12136.0,12136.0,4273.0,3241.0
2003-10-29,1046.25,10720.0,101.95,12165.0,12165.0,4274.0,3266.0
2003-10-30,1048.5,10660.0,102.85,12058.0,12058.0,4310.0,3275.0
2003-10-31,1049.5,10570.0,101.7,12095.0,12095.0,4297.0,3259.0
2003-11-03,1054.25,10570.0,103.35,12375.0,12375.0,4333.0,3255.0
2003-11-04,1052.25,10870.0,104.05,12453.0,12453.0,4341.0,3260.0
2003-11-05,1053.5,10830.0,105.3,12400.0,12400.0,4305.0,3240.0
2003-11-06,1058.5,10510.0,102.85,12090.0,12090.0,4328.0,3236.0
2003-11-07,1050.5,10640.0,104.7,12198.0,12198.0,4378.0,3242.0
2003-11-10,1046.25,10530.0,103.3,12160.0,12160.0,4341.0,3232.0
2003-11-11,1045.75,10220.0,102.45,11938.0,11938.0,4346.0,3194.0
2003-11-12,1057.0,10220.0,103.6,11917.0,11917.0,4375.0,3194.0
2003-11-13,1058.0,10320.0,106.0,12223.0,12223.0,4384.0,3222.0
2003-11-14,1049.0,10170.0,106.0,12163.0,12163.0,4398.5,3203.0
2003-11-17,1043.5,9740.0,103.2,11939.0,11939.0,4343.5,3182.0
2003-11-18,1032.75,9880.0,104.45,11997.0,11997.0,4358.0,3183.0
2003-11-19,1041.0,9600.0,100.3,11845.0,11845.0,4335.0,3180.0
2003-11-20,1032.0,9860.0,99.65,11779.0,11779.0,4307.5,3202.0
2003-11-21,1036.25,9840.0,99.9,11790.0,11790.0,4318.5,3178.0
2003-11-24,1049.5,9840.0,98.35,11815.0,11815.0,4385.0,3183.0
2003-11-25,1053.25,10000.0,100.1,12008.0,12008.0,4395.0,3202.0
2003-11-26,1056.75,10140.0,101.85,12105.0,12105.0,4382.5,3206.0
2003-11-27,1059.0,10150.0,101.85,12091.0,12091.0,4364.0,3189.0
2003-11-28,1057.75,10120.0,103.65,12335.0,12335.0,4346.0,3189.0
2003-12-01,1069.0,10390.0,105.5,12434.0,12434.0,4415.5,3183.0
2003-12-02,1067.0,10380.0,105.1,12405.0,12405.0,4378.5,3188.0
2003-12-03,1065.0,10330.0,104.8,12335.0,12335.0,4392.5,3220.0
2003-12-04,1069.5,10430.0,104.3,12301.0,12301.0,4390.0,3231.0
2003-12-05,1062.25,10390.0,101.75,12318.0,12318.0,4376.0,3231.0
2003-12-08,1069.0,10070.0,101.1,12160.0,12160.0,4363.0,3236.0
2003-12-09,1060.5,10120.0,101.85,12460.0,12460.0,4385.0,3220.0
2003-12-10,1060.75,9950.0,102.6,12399.0,12399.0,4334.5,3207.0
2003-12-11,1072.25,10070.0,103.1,12580.0,12580.0,4329.5,3190.0
2003-12-12,1074.0,10160.0,103.7,12630.0,12630.0,4347.0,3214.0
2003-12-15,1068.75,10450.0,105.6,12540.0,12540.0,4356.0,3246.0
2003-12-16,1075.0,10240.0,103.6,12238.0,12238.0,4334.5,3223.0
2003-12-17,1077.5,10100.0,102.3,12195.0,12195.0,4357.5,3239.0
2003-12-18,1090.25,10100.0,103.7,12205.0,12205.0,4391.5,3255.0
2003-12-19,1091.61,10280.0,104.1,12420.0,12420.0,4410.0,3246.0
2003-12-22,1092.75,10310.0,102.8,12478.0,12478.0,4406.5,3258.0
2003-12-23,1093.5,10310.0,103.2,12458.0,12458.0,4421.0,3286.0
2003-12-24,1093.0,10350.0,101.5,12489.0,12489.0,4434.0,3281.0
2003-12-26,1093.5,10440.0,101.3,12489.0,12489.0,4434.0,3281.0
2003-12-29,1107.75,10460.0,103.85,12450.0,12450.0,4444.0,3299.0
2003-12-30,1107.75,10710.0,106.3,12578.0,12578.0,4452.0,3302.0
2003-12-31,1110.5,10710.0,106.3,12636.0,12636.0,4466.5,3305.0
2004-01-02,1109.0,10710.0,107.35,12813.0,12813.0,4498.0,3307.0
2004-01-05,1120.0,10870.0,107.65,13040.0,13040.0,4494.0,3290.0
2004-01-06,1122.0,10850.0,107.6,13050.0,13050.0,4488.0,3321.0
2004-01-07,1125.5,10740.0,108.25,13233.0,13233.0,4462.5,3314.0
2004-01-08,1129.5,10870.0,108.5,13180.0,13180.0,4481.0,3308.0
2004-01-09,1120.0,10920.0,110.65,13404.0,13404.0,4451.0,3304.0
2004-01-12,1128.25,10920.0,111.45,13438.0,13438.0,4433.5,3320.0
2004-01-13,1121.25,10850.0,111.7,13423.0,13423.0,4424.5,3298.0
2004-01-14,1131.25,10850.0,111.95,13300.0,13300.0,4443.0,3317.0
2004-01-15,1133.25,10650.0,110.85,13260.0,13260.0,4436.5,3306.0
2004-01-16,1138.0,10830.0,111.55,13155.0,13155.0,4462.0,3297.0
2004-01-19,1136.25,11020.0,112.3,13268.0,13268.0,4501.0,3308.0
2004-01-20,1137.5,11050.0,112.6,13589.0,13589.0,4487.0,3310.0
2004-01-21,1146.0,10980.0,112.6,13790.0,13790.0,4489.5,3304.0
2004-01-22,1144.0,11010.0,112.6,13790.0,13790.0,4459.5,3328.0
2004-01-23,1140.25,11090.0,112.6,13790.0,13790.0,4440.5,3335.0
2004-01-26,1154.25,10980.0,113.75,13712.0,13712.0,4425.5,3332.0
2004-01-27,1142.5,10920.0,113.35,13751.0,13751.0,4425.5,3302.0
2004-01-28,1129.25,10880.0,112.8,13391.0,13391.0,4446.5,3281.0
2004-01-29,1130.25,10810.0,112.0,13251.0,13251.0,4392.0,3249.0
2004-01-30,1130.0,10780.0,111.2,13269.0,13269.0,4375.0,3264.0
2004-02-02,1134.5,10790.0,111.8,12981.0,12981.0,4362.5,3272.0
2004-02-03,1133.0,10630.0,109.95,13047.0,13047.0,4366.0,3256.0
2004-02-04,1124.0,10420.0,109.6,13036.0,13036.0,4376.0,3254.0
2004-02-05,1126.5,10470.0,110.0,13043.0,13043.0,4355.5,3253.0
2004-02-06,1139.0,10440.0,111.7,13290.0,13290.0,4375.5,3262.0
2004-02-09,1140.0,10380.0,113.45,13574.0,13574.0,4404.5,3274.0
2004-02-10,1143.25,10370.0,113.85,13505.0,13505.0,4378.5,3274.0
2004-02-11,1155.25,10370.0,115.1,13482.0,13482.0,4364.0,3288.0
2004-02-12,1151.0,10450.0,115.25,13640.0,13640.0,4354.5,3320.0
2004-02-13,1145.75,10560.0,116.3,13750.0,13750.0,4381.5,3330.0
2004-02-16,1148.0,10540.0,115.85,13806.0,13806.0,4380.5,3326.0
2004-02-17,1156.5,10670.0,116.2,13823.0,13823.0,4437.5,3325.0
2004-02-18,1151.25,10700.0,115.35,13950.0,13950.0,4421.5,3350.0
2004-02-19,1147.25,10760.0,115.95,13879.0,13879.0,4496.0,3341.0
2004-02-20,1143.75,10720.0,114.9,13883.0,13883.0,4495.0,3341.0
2004-02-23,1140.0,10890.0,115.5,13790.0,13790.0,4497.5,3327.0
2004-02-24,1138.5,10660.0,113.75,13812.0,13812.0,4472.0,3320.0
2004-02-25,1143.0,10680.0,114.05,13571.0,13571.0,4493.5,3321.0
2004-02-26,1143.25,10820.0,113.7,13656.0,13656.0,4497.0,3339.0
2004-02-27,1144.5,11040.0,116.6,13890.0,13890.0,4478.0,3362.0
2004-03-01,1155.5,11280.0,116.6,13815.0,13815.0,4516.5,3381.0
2004-03-02,1149.0,11370.0,118.2,13560.0,13560.0,4521.0,3380.0
2004-03-03,1150.75,11340.0,117.5,13325.0,13325.0,4510.0,3384.0
2004-03-04,1154.25,11440.0,119.2,13368.0,13368.0,4538.0,3381.0
2004-03-05,1157.75,11580.0,119.3,13316.0,13316.0,4530.0,3407.0
2004-03-08,1144.0,11550.0,118.1,13528.0,13528.0,4535.0,3425.0
2004-03-09,1139.5,11540.0,117.2,13282.0,13282.0,4532.5,3415.0
2004-03-10,1120.25,11440.0,114.75,13086.0,13086.0,4536.0,3416.0
2004-03-11,1105.5,11340.0,113.65,12884.0,12884.0,4440.0,3409.0
2004-03-12,1119.25,11130.0,111.75,12821.0,12821.0,4457.5,3404.0
2004-03-15,1106.25,11260.0,112.7,12772.0,12772.0,4418.0,3425.0
2004-03-16,1111.5,11210.0,112.55,12870.0,12870.0,4415.0,3420.0
2004-03-17,1123.75,11390.0,115.35,12899.0,12899.0,4465.0,3438.0
2004-03-18,1124.25,11420.0,115.35,12706.0,12706.0,4401.0,3460.0
2004-03-19,1120.18,11410.0,116.8,12759.0,12759.0,4414.5,3453.0
2004-03-22,1093.25,11260.0,113.5,12516.0,12516.0,4338.5,3420.0
2004-03-23,1091.25,11260.0,113.95,12565.0,12565.0,4329.5,3414.0
2004-03-24,1091.5,11300.0,113.45,12645.0,12645.0,4311.0,3390.0
2004-03-25,1106.0,11510.0,112.6,12514.0,12514.0,4368.5,3418.0
2004-03-26,1106.0,11730.0,114.7,12430.0,12430.0,4368.0,3447.0
2004-03-29,1121.75,11740.0,115.65,12488.0,12488.0,4422.5,3420.0
2004-03-30,1126.0,11710.0,116.0,12610.0,12610.0,4415.0,3426.0
2004-03-31,1125.0,11770.0,116.05,12595.0,12595.0,4397.0,3420.0
2004-04-01,1133.5,11680.0,116.6,12652.0,12652.0,4420.5,3459.0
2004-04-02,1142.0,11820.0,117.4,12710.0,12710.0,4477.0,3450.0
2004-04-05,1148.25,11970.0,117.4,12710.0,12710.0,4487.0,3477.0
2004-04-06,1144.75,12110.0,120.0,12920.0,12920.0,4482.0,3467.0
2004-04-07,1142.25,12010.0,120.5,12935.0,12935.0,4478.0,3464.0
2004-04-08,1139.5,12120.0,121.2,12925.0,12925.0,4490.0,3454.0
2004-04-12,1144.0,12070.0,121.9,12925.0,12925.0,4490.0,3454.0
2004-04-13,1128.25,12120.0,121.65,13092.0,13092.0,4523.0,3454.0
2004-04-14,1129.75,12100.0,120.4,12605.0,12605.0,4494.5,3454.0
2004-04-15,1125.0,11810.0,120.4,12440.0,12440.0,4508.0,3422.0
2004-04-16,1134.0,11870.0,118.1,12380.0,12380.0,4537.0,3437.0
2004-04-19,1133.75,11730.0,118.95,12430.0,12430.0,4546.0,3443.0
2004-04-20,1114.5,11970.0,121.3,12399.0,12399.0,4565.0,3467.0
2004-04-21,1122.5,11920.0,121.85,12170.0,12170.0,4547.0,3448.0
2004-04-22,1136.75,11970.0,121.35,12115.0,12115.0,4574.0,3443.0
2004-04-23,1139.5,12130.0,122.6,12385.0,12385.0,4571.0,3461.0
2004-04-26,1138.0,12190.0,120.5,12109.0,12109.0,4577.0,3461.0
2004-04-27,1138.0,12070.0,120.05,12190.0,12190.0,4583.5,3457.0
2004-04-28,1123.5,11990.0,117.75,12165.0,12165.0,4540.0,3446.0
2004-04-29,1114.0,11990.0,114.65,11984.0,11984.0,4531.0,3394.0
2004-04-30,1106.0,11730.0,112.5,11805.0,11805.0,4494.5,3390.0
2004-05-03,1116.0,11730.0,113.3,11845.0,11845.0,4494.5,3370.0
2004-05-04,1115.5,11730.0,112.95,11974.0,11974.0,4549.5,3389.0
2004-05-05,1122.0,11730.0,112.95,11862.0,11862.0,4571.0,3405.0
2004-05-06,1113.0,11560.0,109.25,11884.0,11884.0,4519.5,3398.0
2004-05-07,1095.5,11480.0,109.05,11782.0,11782.0,4502.5,3390.0
2004-05-10,1083.5,10820.0,102.4,11299.0,11299.0,4400.5,3342.0
2004-05-11,1092.25,10900.0,102.6,11474.0,11474.0,4456.0,3343.0
2004-05-12,1098.75,11140.0,106.1,11412.0,11412.0,4418.0,3380.0
2004-05-13,1093.75,10830.0,101.25,11399.0,11399.0,4457.5,3368.0
2004-05-14,1094.75,10880.0,97.9,11222.0,11222.0,4439.0,3360.0
2004-05-17,1085.5,10490.0,93.5,10932.0,10932.0,4411.5,3351.0
2004-05-18,1090.25,10660.0,95.85,11000.0,11000.0,4416.5,3372.0
2004-05-19,1086.75,10940.0,101.15,11455.0,11455.0,4470.0,3387.0
2004-05-20,1090.5,10830.0,99.3,11296.0,11296.0,4433.5,3371.0
2004-05-21,1092.5,11050.0,102.1,11580.0,11580.0,4435.5,3406.0
2004-05-24,1096.5,11110.0,103.0,11680.0,11680.0,4436.0,3406.0
2004-05-25,1112.5,11000.0,100.2,11656.0,11656.0,4426.0,3395.0
2004-05-26,1116.0,11160.0,100.2,11656.0,11656.0,4443.0,3426.0
2004-05-27,1122.75,11140.0,104.15,11960.0,11960.0,4459.0,3447.0
2004-05-28,1120.25,11360.0,105.75,12113.0,12113.0,4426.5,3461.0
2004-05-31,1121.5,11250.0,104.0,12175.0,12175.0,4426.5,3462.0
2004-06-01,1121.25,11320.0,105.5,12084.0,12084.0,4425.0,3452.0
2004-06-02,1125.5,11240.0,103.3,12235.0,12235.0,4437.5,3477.0
2004-06-03,1115.0,11060.0,98.95,11859.0,11859.0,4435.0,3468.0
2004-06-04,1123.25,11150.0,100.85,12049.0,12049.0,4461.0,3476.0
2004-06-07,1140.25,11410.0,104.9,12350.0,12350.0,4492.0,3500.0
2004-06-08,1142.0,11500.0,104.7,12350.0,12350.0,4509.5,3490.0
2004-06-09,1131.5,11440.0,101.95,12379.0,12379.0,4490.0,3484.0
2004-06-10,1136.5,11630.0,101.85,12464.0,12464.0,4483.0,3474.0
2004-06-11,1136.5,11520.0,95.25,12396.0,12396.0,4491.0,3484.0
2004-06-14,1125.5,11460.0,95.2,12010.0,12010.0,4444.0,3479.0
2004-06-15,1134.0,11430.0,96.3,12099.0,12099.0,4459.5,3469.0
2004-06-16,1133.0,11590.0,97.4,12200.0,12200.0,4490.0,3495.0
2004-06-17,1131.75,11570.0,97.7,12080.0,12080.0,4488.0,3495.0
2004-06-18,1129.6,11440.0,94.9,11873.0,11873.0,4502.5,3533.0
2004-06-21,1129.25,11590.0,97.2,11878.0,11878.0,4507.0,3564.0
2004-06-22,1135.0,11550.0,96.4,11878.0,11878.0,4476.0,3545.0
2004-06-23,1144.0,11570.0,95.0,11838.0,11838.0,4489.0,3551.0
2004-06-24,1141.25,11730.0,98.8,12148.0,12148.0,4509.0,3553.0
2004-06-25,1135.25,11790.0,101.05,12169.0,12169.0,4502.0,3533.0
2004-06-28,1131.75,11860.0,100.4,12244.0,12244.0,4527.0,3530.0
2004-06-29,1135.75,11850.0,100.8,12091.0,12091.0,4516.5,3521.0
2004-06-30,1140.5,11890.0,101.8,12290.0,12290.0,4471.0,3536.0
2004-07-01,1126.25,11850.0,100.95,12290.0,12290.0,4442.5,3555.0
2004-07-02,1125.75,11750.0,97.6,12214.0,12214.0,4412.0,3545.0
2004-07-05,1124.25,11510.0,97.65,12270.0,12270.0,4407.0,3555.0
2004-07-06,1115.0,11470.0,98.5,12272.0,12272.0,4373.0,3572.0
2004-07-07,1118.0,11360.0,98.1,12347.0,12347.0,4358.5,3564.0
2004-07-08,1110.75,11290.0,95.7,12065.0,12065.0,4379.0,3572.0
2004-07-09,1112.75,11430.0,96.6,12200.0,12200.0,4394.5,3574.0
2004-07-12,1113.5,11570.0,96.6,12214.0,12214.0,4365.0,3567.0
2004-07-13,1114.25,11580.0,96.6,12055.0,12055.0,4351.5,3561.0
2004-07-14,1111.25,11360.0,94.65,11913.0,11913.0,4370.5,3517.0
2004-07-15,1103.5,11400.0,94.2,11942.0,11942.0,4344.5,3529.0
2004-07-16,1102.75,11410.0,95.3,12109.0,12109.0,4338.0,3532.0
2004-07-19,1098.75,11410.0,96.5,12156.0,12156.0,4321.0,3531.0
2004-07-20,1112.0,11220.0,94.6,12110.0,12110.0,4338.5,3497.0
2004-07-21,1090.5,11410.0,97.0,12445.0,12445.0,4374.5,3520.0
2004-07-22,1093.75,11280.0,95.5,12352.0,12352.0,4306.0,3503.0
2004-07-23,1085.5,11190.0,94.4,12335.0,12335.0,4323.5,3483.0
2004-07-26,1083.0,11140.0,95.0,12308.0,12308.0,4279.0,3492.0
2004-07-27,1092.5,11070.0,95.4,12278.0,12278.0,4312.0,3487.0
2004-07-28,1095.5,11240.0,96.15,12340.0,12340.0,4347.5,3490.0
2004-07-29,1100.25,11120.0,93.9,12149.0,12149.0,4405.5,3490.0
2004-07-30,1101.0,11300.0,95.05,12219.0,12219.0,4410.0,3528.0
2004-08-02,1105.5,11230.0,93.0,12194.0,12194.0,4402.5,3539.0
2004-08-03,1097.25,11140.0,93.3,12282.0,12282.0,4416.0,3539.0
2004-08-04,1097.0,11050.0,93.25,12191.0,12191.0,4402.0,3544.0
2004-08-05,1078.5,11080.0,95.6,12475.0,12475.0,4408.0,3538.0
2004-08-06,1063.5,11000.0,95.3,12513.0,12513.0,4337.0,3514.0
2004-08-09,1064.25,10900.0,95.55,12417.0,12417.0,4303.5,3494.0
2004-08-10,1076.25,10920.0,96.15,12384.0,12384.0,4343.0,3483.0
2004-08-11,1075.75,11030.0,96.6,12299.0,12299.0,4319.0,3490.0
2004-08-12,1063.75,11020.0,98.2,12381.0,12381.0,4339.0,3471.0
2004-08-13,1066.25,10780.0,99.55,12320.0,12320.0,4311.0,3454.0
2004-08-16,1077.5,10670.0,99.15,12130.0,12130.0,4351.0,3466.0
2004-08-17,1083.0,10720.0,98.5,12210.0,12210.0,4363.5,3480.0
2004-08-18,1094.5,10730.0,99.05,12215.0,12215.0,4366.0,3472.0
2004-08-19,1091.25,10890.0,100.75,12378.0,12378.0,4368.0,3481.0
2004-08-20,1098.75,10910.0,100.55,12383.0,12383.0,4382.0,3494.0
2004-08-23,1096.25,10930.0,100.8,12434.0,12434.0,4413.5,3521.0
2004-08-24,1097.5,11010.0,101.2,12683.0,12683.0,4415.5,3518.0
2004-08-25,1103.75,11110.0,102.8,12782.0,12782.0,4418.5,3513.0
2004-08-26,1104.5,11120.0,103.15,12804.0,12804.0,4460.0,3524.0
2004-08-27,1108.25,11180.0,103.7,12850.0,12850.0,4495.5,3564.0
2004-08-30,1099.0,11180.0,102.65,12861.0,12861.0,4495.5,3557.0
2004-08-31,1104.0,11100.0,102.85,12818.0,12818.0,4474.0,3546.0
2004-09-01,1106.75,11150.0,104.8,12977.0,12977.0,4502.5,3589.0
2004-09-02,1119.5,11120.0,105.8,12988.0,12988.0,4515.0,3594.0
2004-09-03,1114.5,11000.0,105.15,12975.0,12975.0,4552.0,3578.0
2004-09-06,1118.25,11250.0,105.6,13088.0,13088.0,4566.0,3576.0
2004-09-07,1122.25,11310.0,105.1,13109.0,13109.0,4570.5,3594.0
2004-09-08,1118.75,11290.0,104.65,13036.0,13036.0,4558.0,3591.0
2004-09-09,1117.5,11140.0,105.39,12910.0,12910.0,4538.5,3600.0
2004-09-10,1123.25,11040.0,107.15,13013.0,13013.0,4547.5,3605.0
2004-09-13,1127.75,11220.0,109.9,13137.0,13137.0,4565.0,3619.0
2004-09-14,1129.5,11270.0,109.55,13141.0,13141.0,4546.0,3630.0
2004-09-15,1120.25,11120.0,109.5,13118.0,13118.0,4552.0,3627.0
2004-09-16,1124.0,11090.0,110.0,13244.0,13244.0,4557.0,3597.0
2004-09-17,1127.02,11070.0,109.65,13230.0,13230.0,4589.5,3635.0
2004-09-20,1122.25,11070.0,111.05,13235.0,13235.0,4607.0,3640.0
2004-09-21,1127.25,11040.0,111.15,13320.0,13320.0,4640.0,3642.0
2004-09-22,1113.0,10980.0,107.6,13287.0,13287.0,4625.0,3652.0
2004-09-23,1107.25,10980.0,107.35,13251.0,13251.0,4596.5,3645.0
2004-09-24,1111.5,10870.0,107.05,13045.0,13045.0,4609.0,3642.0
2004-09-27,1105.25,10870.0,107.05,12938.0,12938.0,4573.5,3637.0
2004-09-28,1109.75,10790.0,107.05,12922.0,12922.0,4594.5,3642.0
2004-09-29,1115.25,10790.0,107.05,12922.0,12922.0,4619.5,3670.0
2004-09-30,1115.0,10890.0,107.7,13123.0,13123.0,4604.0,3679.0
2004-10-01,1133.25,10960.0,109.65,13123.0,13123.0,4685.5,3678.0
2004-10-04,1135.5,11290.0,114.4,13370.0,13370.0,4708.0,3719.0
2004-10-05,1136.5,11270.0,114.05,13398.0,13398.0,4725.5,3716.0
2004-10-06,1142.75,11370.0,115.25,13314.0,13314.0,4727.0,3702.0
2004-10-07,1131.5,11360.0,114.6,13365.0,13365.0,4711.5,3709.0
2004-10-08,1122.0,11330.0,114.3,13233.0,13233.0,4724.5,3695.0
2004-10-11,1126.0,11330.0,114.05,13269.0,13269.0,4707.5,3721.0
2004-10-12,1122.5,11230.0,110.35,13194.0,13194.0,4672.0,3737.0
2004-10-13,1112.25,11200.0,110.1,13166.0,13166.0,4659.5,3735.0
2004-10-14,1103.0,11060.0,108.7,13051.0,13051.0,4651.0,3720.0
2004-10-15,1108.25,10980.0,108.0,13083.0,13083.0,4641.5,3724.0
2004-10-18,1113.0,10960.0,109.35,13017.0,13017.0,4637.5,3723.0
2004-10-19,1103.5,11050.0,110.95,13200.0,13200.0,4669.0,3724.0
2004-10-20,1101.75,10860.0,106.4,12975.0,12975.0,4631.0,3701.0
2004-10-21,1107.75,10780.0,105.65,13001.0,13001.0,4634.5,3714.0
2004-10-22,1096.0,10830.0,106.55,13001.0,13001.0,4634.5,3718.0
2004-10-25,1095.25,10680.0,103.6,12788.0,12788.0,4580.5,3681.0
2004-10-26,1111.5,10690.0,104.25,12794.0,12794.0,4597.5,3706.0
2004-10-27,1124.75,10670.0,103.7,12838.0,12838.0,4637.0,3748.0
2004-10-28,1127.5,10820.0,107.75,13082.0,13082.0,4648.0,3783.0
2004-10-29,1130.25,10750.0,107.5,13040.0,13040.0,4638.5,3781.0
2004-11-01,1130.75,10710.0,108.15,13060.0,13060.0,4685.5,3798.0
2004-11-02,1130.5,10910.0,109.6,13266.0,13266.0,4702.0,3808.0
2004-11-03,1145.0,10910.0,111.25,13348.0,13348.0,4724.5,3830.0
2004-11-04,1160.5,10940.0,110.5,13365.0,13365.0,4729.5,3841.0
2004-11-05,1167.75,11050.0,111.8,13456.0,13456.0,4741.0,3847.0
2004-11-08,1166.5,10980.0,109.15,13527.0,13527.0,4719.0,3835.0
2004-11-09,1164.25,10980.0,108.9,13488.0,13488.0,4726.0,3836.0
2004-11-10,1164.75,11010.0,111.0,13620.0,13620.0,4752.0,3846.0
2004-11-11,1173.75,10840.0,111.7,13596.0,13596.0,4786.5,3861.0
2004-11-12,1182.75,11020.0,113.4,13770.0,13770.0,4803.0,3877.0
2004-11-15,1186.0,11220.0,114.1,13909.0,13909.0,4808.5,3887.0
2004-11-16,1177.5,11180.0,113.65,13744.0,13744.0,4776.0,3876.0
2004-11-17,1184.25,11170.0,114.9,13826.0,13826.0,4801.5,3880.0
2004-11-18,1185.0,11090.0,113.5,13824.0,13824.0,4808.0,3878.0
2004-11-19,1172.25,11100.0,112.05,13746.0,13746.0,4769.0,3886.0
2004-11-22,1178.0,10830.0,110.15,13770.0,13770.0,4742.0,3830.0
2004-11-23,1179.25,10830.0,111.0,13975.0,13975.0,4749.0,3887.0
2004-11-24,1182.0,10860.0,113.05,14020.0,14020.0,4735.0,3898.0
2004-11-25,1186.25,10870.0,112.75,13947.0,13947.0,4761.5,3913.0
2004-11-26,1180.75,10840.0,110.8,13897.0,13897.0,4749.0,3923.0
2004-11-29,1176.0,10970.0,111.95,14076.0,14076.0,4768.5,3936.0
2004-11-30,1174.0,10880.0,113.2,14053.0,14053.0,4708.0,3923.0
2004-12-01,1189.75,10790.0,113.4,14170.0,14170.0,4745.0,3907.0
2004-12-02,1190.5,10990.0,114.55,14300.0,14300.0,4758.0,3957.0
2004-12-03,1189.25,11060.0,113.7,14249.0,14249.0,4745.5,3961.0
2004-12-06,1189.25,10950.0,111.75,14246.0,14246.0,4729.0,3959.0
2004-12-07,1177.75,10880.0,111.3,14260.0,14260.0,4731.5,3935.0
2004-12-08,1184.0,10900.0,112.0,13981.0,13981.0,4706.5,3890.0
2004-12-09,1188.5,10770.0,110.88,14004.0,14004.0,4692.5,3895.0
2004-12-10,1189.75,10770.0,105.9,13815.0,13815.0,4695.0,3898.0
2004-12-13,1200.25,10800.0,106.1,13873.0,13873.0,4735.5,3908.0
2004-12-14,1204.0,10940.0,106.85,14101.0,14101.0,4729.5,3945.0
2004-12-15,1204.75,10960.0,109.6,14091.0,14091.0,4724.0,3944.0
2004-12-16,1204.25,10950.0,110.75,14038.0,14038.0,4745.0,3971.0
2004-12-17,1190.45,11090.0,110.85,14045.0,14045.0,4739.0,4013.0
2004-12-20,1198.75,11110.0,111.15,14239.0,14239.0,4734.5,4013.0
2004-12-21,1208.0,11140.0,111.55,14174.0,14174.0,4737.0,4026.0
2004-12-22,1211.0,11240.0,111.9,14184.0,14184.0,4775.0,4046.0
2004-12-23,1211.75,11240.0,110.1,14205.0,14205.0,4784.5,4051.0
2004-12-27,1208.5,11370.0,110.95,14205.0,14205.0,4784.5,4051.0
2004-12-28,1215.5,11430.0,111.25,14193.0,14193.0,4784.5,4051.0
2004-12-29,1217.0,11480.0,114.2,14286.0,14286.0,4813.0,4055.0
2004-12-30,1214.75,11480.0,115.9,14249.0,14249.0,4812.5,4058.0
2004-12-31,1213.75,11480.0,115.9,14222.0,14222.0,4797.5,4056.0
2005-01-03,1206.25,11480.0,115.65,14255.0,14255.0,4797.5,4056.0
2005-01-04,1191.0,11540.0,115.45,14040.0,14040.0,4834.5,4076.0
2005-01-05,1183.25,11430.0,114.9,13690.0,13690.0,4807.0,4040.0
2005-01-06,1188.25,11480.0,113.85,13669.0,13669.0,4815.0,4036.0
2005-01-07,1186.25,11470.0,112.8,13525.0,13525.0,4844.5,4072.0
2005-01-10,1191.75,11470.0,113.7,13537.0,13537.0,4830.0,4078.0
2005-01-11,1184.0,11550.0,115.25,13445.0,13445.0,4810.5,4069.0
2005-01-12,1187.5,11470.0,114.3,13508.0,13508.0,4772.5,4066.0
2005-01-13,1178.0,11370.0,115.25,13545.0,13545.0,4788.5,4080.0
2005-01-14,1183.75,11450.0,118.3,13490.0,13490.0,4808.0,4060.0
2005-01-17,1186.0,11490.0,120.3,13612.0,13612.0,4826.5,4072.0
2005-01-18,1195.75,11420.0,119.8,13585.0,13585.0,4811.0,4054.0
2005-01-19,1183.5,11390.0,119.5,13638.0,13638.0,4805.5,4048.0
2005-01-20,1176.5,11290.0,118.7,13455.0,13455.0,4786.5,4032.0
2005-01-21,1168.5,11260.0,120.15,13445.0,13445.0,4787.5,4033.0
2005-01-24,1166.25,11300.0,119.95,13386.0,13386.0,4788.5,4035.0
2005-01-25,1169.75,11270.0,119.15,13570.0,13570.0,4823.0,4056.0
2005-01-26,1173.25,11370.0,121.2,13605.0,13605.0,4823.0,4056.0
2005-01-27,1174.75,11350.0,120.45,13594.0,13594.0,4829.5,4112.0
2005-01-28,1174.75,11280.0,119.85,13637.0,13637.0,4814.0,4085.0
2005-01-31,1181.75,11370.0,121.2,13707.0,13707.0,4826.0,4085.0
