,SPX_F,NKY_F,KOSPI_F,HSI_F,TWSE_F,UKX_F,AS51_F
2000-05-02,1450.5,18470.0,94.4,15830.0,15830.0,6429.0,3146.0
2000-05-03,1422.5,18470.0,94.7,15515.0,15515.0,6214.0,3116.0
2000-05-04,1423.25,18470.0,94.6,15240.0,15240.0,6223.0,3077.0
2000-05-05,1439.0,18470.0,94.6,15300.0,15300.0,6270.0,3132.0
2000-05-08,1430.0,18160.0,96.2,14822.0,14822.0,6238.0,3114.0
2000-05-09,1419.75,17800.0,95.6,14770.0,14770.0,6146.5,3085.0
2000-05-10,1387.75,17740.0,94.4,14460.0,14460.0,6142.0,3038.0
2000-05-11,1415.0,16810.0,94.4,14460.0,14460.0,6267.5,2990.0
2000-05-12,1430.75,17280.0,91.3,15130.0,15130.0,6314.0,3044.0
2000-05-15,1457.75,17280.0,90.4,14700.0,14700.0,6262.0,3053.0
2000-05-16,1471.75,17560.0,94.5,15065.0,15065.0,6350.5,3093.0
2000-05-17,1456.75,17360.0,90.5,14860.0,14860.0,6210.5,3071.0
2000-05-18,1442.0,17000.0,90.35,14200.0,14200.0,6260.0,3032.0
2000-05-19,1415.0,16800.0,92.5,14500.0,14500.0,6060.0,3035.0
2000-05-22,1403.75,16300.0,88.0,14170.0,14170.0,6066.0,3000.0
2000-05-23,1382.5,16220.0,87.05,14280.0,14280.0,6100.0,3016.0
2000-05-24,1401.75,15930.0,86.2,13850.0,13850.0,6139.0,3001.0
2000-05-25,1389.0,16240.0,88.8,13850.0,13850.0,6253.5,3022.0
2000-05-26,1381.25,15990.0,82.6,13635.0,13635.0,6234.0,3012.0
2000-05-29,1387.0,16250.0,84.0,13960.0,13960.0,6234.0,3037.0
2000-05-30,1427.25,16300.0,86.45,13968.0,13968.0,6369.5,3037.0
2000-05-31,1422.25,16340.0,91.3,14875.0,14875.0,6367.5,3089.0
2000-06-01,1451.5,16710.0,93.4,15055.0,15055.0,6485.0,3106.0
2000-06-02,1476.0,16820.0,96.0,15330.0,15330.0,6645.0,3144.0
2000-06-05,1470.5,17230.0,100.1,15900.0,15900.0,6565.0,3156.0
2000-06-06,1463.0,17160.0,100.1,15900.0,15900.0,6556.0,3147.0
2000-06-07,1472.0,17170.0,105.05,15905.0,15905.0,6521.0,3121.0
2000-06-08,1466.5,16900.0,101.95,15890.0,15890.0,6492.0,3126.0
2000-06-09,1462.0,16780.0,107.0,16241.0,16241.0,6445.0,3148.0
2000-06-12,1446.75,16980.0,106.8,16030.0,16030.0,6454.0,3149.0
2000-06-13,1472.0,16860.0,101.9,15700.0,15700.0,6452.0,3116.0
2000-06-14,1475.25,16560.0,104.1,16080.0,16080.0,6556.0,3123.0
2000-06-15,1475.0,16340.0,96.7,16140.0,16140.0,6496.0,3135.0
2000-06-16,1488.0,16370.0,96.0,16469.0,16469.0,6514.0,3141.0
2000-06-19,1504.5,16670.0,94.9,16231.0,16231.0,6526.0,3141.0
2000-06-20,1499.0,16900.0,99.45,16030.0,16030.0,6585.5,3143.0
2000-06-21,1498.5,17110.0,98.4,16241.0,16241.0,6532.0,3170.0
2000-06-22,1476.3,17130.0,98.7,15940.0,15940.0,6485.0,3163.0
2000-06-23,1463.5,17000.0,98.8,15705.0,15705.0,6450.0,3188.0
2000-06-26,1479.0,16950.0,101.5,16080.0,16080.0,6477.0,3177.0
2000-06-27,1471.0,17360.0,102.95,16200.0,16200.0,6430.0,3196.0
2000-06-28,1471.25,17350.0,104.85,16350.0,16350.0,6365.0,3195.0
2000-06-29,1458.0,17480.0,105.0,16377.0,16377.0,6281.0,3249.0
2000-06-30,1468.0,17410.0,104.0,16240.0,16240.0,6357.0,3309.0
2000-07-03,1490.5,17540.0,107.4,16125.0,16125.0,6478.0,3350.0
2000-07-04,1487.0,17470.0,104.1,16250.0,16250.0,6467.0,3356.0
2000-07-05,1463.25,17470.0,106.5,16515.0,16515.0,6410.0,3369.0
2000-07-06,1473.75,17280.0,106.9,16605.0,16605.0,6450.5,3351.0
2000-07-07,1494.75,17330.0,107.8,16852.0,16852.0,6542.5,3340.0
2000-07-10,1491.5,17600.0,108.5,17265.0,17265.0,6508.0,3359.0
2000-07-11,1494.75,17480.0,106.6,17334.0,17334.0,6526.0,3352.0
2000-07-12,1505.75,17290.0,107.35,17638.0,17638.0,6556.0,3352.0
2000-07-13,1509.5,17030.0,108.45,17420.0,17420.0,6508.0,3341.0
2000-07-14,1524.0,17090.0,105.7,17590.0,17590.0,6500.0,3348.0
2000-07-17,1522.0,17280.0,105.7,17875.0,17875.0,6561.0,3350.0
2000-07-18,1511.5,16890.0,104.45,17443.0,17443.0,6474.0,3342.0
2000-07-19,1500.25,16930.0,102.35,17732.0,17732.0,6497.0,3340.0
2000-07-20,1516.25,16930.0,100.5,17715.0,17715.0,6502.0,3325.0
2000-07-21,1489.5,16750.0,100.3,17990.0,17990.0,6410.0,3358.0
2000-07-24,1481.5,16520.0,94.85,17700.0,17700.0,6402.5,3332.0
2000-07-25,1484.5,16550.0,95.2,17432.0,17432.0,6413.0,3305.0
2000-07-26,1469.0,16470.0,95.45,17635.0,17635.0,6418.0,3309.0
2000-07-27,1463.75,16080.0,93.55,17450.0,17450.0,6379.5,3278.0
2000-07-28,1432.0,15750.0,89.0,17169.0,17169.0,6351.0,3284.0
2000-07-31,1439.0,15870.0,90.6,16900.0,16900.0,6341.0,3267.0
2000-08-01,1447.5,16140.0,93.5,16955.0,16955.0,6390.0,3262.0
2000-08-02,1452.5,16180.0,93.1,17290.0,17290.0,6407.0,3300.0
2000-08-03,1461.5,15710.0,91.1,17235.0,17235.0,6323.0,3295.0
2000-08-04,1471.75,15730.0,90.1,17488.0,17488.0,6385.0,3282.0
2000-08-07,1486.25,16010.0,86.1,17670.0,17670.0,6397.0,3319.0
2000-08-08,1491.75,15840.0,85.1,17140.0,17140.0,6392.5,3315.0
2000-08-09,1481.0,16050.0,91.3,17120.0,17120.0,6426.0,3329.0
2000-08-10,1474.25,15980.0,90.9,17336.0,17336.0,6405.0,3316.0
2000-08-11,1478.5,16200.0,92.35,17140.0,17140.0,6395.0,3323.0
2000-08-14,1498.0,16130.0,93.2,17110.0,17110.0,6436.5,3319.0
2000-08-15,1494.75,16260.0,93.2,17600.0,17600.0,6498.0,3328.0
2000-08-16,1491.5,16370.0,95.55,17789.0,17789.0,6553.0,3358.0
2000-08-17,1503.5,16100.0,94.45,17680.0,17680.0,6550.0,3361.0
2000-08-18,1500.75,16300.0,91.8,17340.0,17340.0,6562.0,3354.0
2000-08-21,1506.75,16040.0,92.3,17550.0,17550.0,6564.5,3347.0
2000-08-22,1507.5,16460.0,94.45,17719.0,17719.0,6605.0,3382.0
2000-08-23,1510.25,16390.0,90.9,17371.0,17371.0,6580.0,3369.0
2000-08-24,1515.25,16660.0,91.45,17500.0,17500.0,6579.5,3387.0
2000-08-25,1513.5,16950.0,93.1,17250.0,17250.0,6577.0,3377.0
2000-08-28,1518.75,17150.0,93.3,17110.0,17110.0,6577.0,3381.0
2000-08-29,1518.25,17120.0,92.5,17328.0,17328.0,6598.0,3384.0
2000-08-30,1503.5,16900.0,90.45,17030.0,17030.0,6614.0,3347.0
2000-08-31,1521.25,16850.0,86.3,17160.0,17160.0,6688.0,3293.0
2000-09-01,1523.25,16720.0,87.5,17418.0,17418.0,6803.0,3338.0
2000-09-04,1526.75,16740.0,85.6,17836.0,17836.0,6815.0,3355.0
2000-09-05,1512.25,16400.0,85.75,17730.0,17730.0,6764.5,3351.0
2000-09-06,1494.0,16450.0,84.5,17745.0,17745.0,6715.0,3329.0
2000-09-07,1506.5,16450.0,82.75,17500.0,17500.0,6690.0,3304.0
2000-09-08,1496.5,16500.0,81.15,17395.0,17395.0,6600.0,3323.0
2000-09-11,1491.75,16070.0,81.15,17052.0,17052.0,6583.5,3308.0
2000-09-12,1482.0,16080.0,81.15,16630.0,16630.0,6560.0,3329.0
2000-09-13,1485.5,16200.0,81.15,16630.0,16630.0,6478.0,3338.0
2000-09-14,1481.25,16160.0,79.6,16485.0,16485.0,6542.0,3343.0
2000-09-15,1483.5,16160.0,76.35,16299.0,16299.0,6499.0,3343.0
2000-09-18,1467.25,16070.0,71.15,15490.0,15490.0,6486.0,3270.0
2000-09-19,1478.5,16090.0,70.7,15785.0,15785.0,6471.0,3237.0
2000-09-20,1469.0,16390.0,74.5,15645.0,15645.0,6332.0,3269.0
2000-09-21,1469.5,16250.0,73.3,15225.0,15225.0,6271.0,3246.0
2000-09-22,1468.5,15780.0,66.25,14600.0,14600.0,6269.0,3175.0
2000-09-25,1461.0,16000.0,72.85,15440.0,15440.0,6313.5,3226.0
2000-09-26,1443.0,15970.0,72.7,15350.0,15350.0,6284.5,3235.0
2000-09-27,1447.0,15700.0,74.7,15524.0,15524.0,6331.0,3253.0
2000-09-28,1476.0,15690.0,75.3,15462.0,15462.0,6320.0,3301.0
2000-09-29,1453.75,15760.0,75.0,15700.0,15700.0,6357.0,3298.0
2000-10-02,1456.25,15880.0,72.3,15700.0,15700.0,6386.0,3340.0
2000-10-03,1441.5,15930.0,72.3,15699.0,15699.0,6405.5,3365.0
2000-10-04,1450.25,16220.0,75.2,15895.0,15895.0,6389.5,3353.0
2000-10-05,1456.0,16080.0,75.2,16270.0,16270.0,6437.0,3344.0
2000-10-06,1426.75,16000.0,75.5,16270.0,16270.0,6415.0,3333.0
2000-10-09,1416.5,16000.0,71.5,15680.0,15680.0,6311.0,3317.0
2000-10-10,1391.0,15840.0,72.6,15620.0,15620.0,6303.0,3306.0
2000-10-11,1378.75,15400.0,68.0,15181.0,15181.0,6167.0,3286.0
2000-10-12,1344.5,15510.0,67.4,15108.0,15108.0,6180.0,3260.0
2000-10-13,1385.5,15310.0,64.6,14690.0,14690.0,6254.0,3241.0
2000-10-16,1391.5,15540.0,67.0,15050.0,15050.0,6335.0,3292.0
2000-10-17,1359.8,15350.0,62.5,14877.0,14877.0,6262.0,3291.0
2000-10-18,1352.8,14850.0,62.85,14466.0,14466.0,6190.0,3243.0
2000-10-19,1401.0,14820.0,63.7,14300.0,14300.0,6265.0,3229.0
2000-10-20,1411.0,15250.0,67.6,15059.0,15059.0,6318.0,3282.0
2000-10-23,1417.25,15070.0,63.7,15075.0,15075.0,6359.0,3288.0
2000-10-24,1403.0,15150.0,67.3,14912.0,14912.0,6480.0,3294.0
2000-10-25,1374.0,14770.0,66.6,15076.0,15076.0,6425.0,3292.0
2000-10-26,1371.25,14810.0,65.25,15125.0,15125.0,6320.0,3273.0
2000-10-27,1401.0,14640.0,63.2,14891.0,14891.0,6411.5,3277.0
2000-10-30,1411.2,14480.0,61.8,14825.0,14825.0,6428.0,3273.0
2000-10-31,1440.25,14500.0,63.9,15043.0,15043.0,6490.0,3280.0
2000-11-01,1432.0,14910.0,68.05,15440.0,15440.0,6482.0,3302.0
2000-11-02,1435.0,14830.0,69.55,15430.0,15430.0,6422.5,3322.0
2000-11-03,1436.25,14830.0,69.7,15698.0,15698.0,6423.0,3349.0
2000-11-06,1446.5,15420.0,70.15,15665.0,15665.0,6440.0,3363.0
2000-11-07,1444.0,15300.0,68.4,15945.0,15945.0,6475.5,3403.0
2000-11-08,1413.25,15350.0,69.6,15700.0,15700.0,6502.0,3400.0
2000-11-09,1403.25,14970.0,69.1,15550.0,15550.0,6480.0,3366.0
2000-11-10,1372.5,14990.0,70.1,15382.0,15382.0,6427.5,3332.0
2000-11-13,1358.75,14590.0,66.4,14810.0,14810.0,6301.0,3323.0
2000-11-14,1394.5,14740.0,68.7,15260.0,15260.0,6426.0,3337.0
2000-11-15,1397.5,14800.0,69.0,15115.0,15115.0,6459.0,3358.0
2000-11-16,1379.25,14640.0,68.85,15334.0,15334.0,6453.0,3341.0
2000-11-17,1370.5,14630.0,68.1,15190.0,15190.0,6453.5,3370.0
2000-11-20,1347.0,14580.0,66.25,15365.0,15365.0,6365.0,3356.0
2000-11-21,1355.75,14350.0,65.7,15160.0,15160.0,6407.0,3331.0
2000-11-22,1323.0,14230.0,63.85,14710.0,14710.0,6231.0,3322.0
2000-11-23,1329.0,14230.0,64.0,14577.0,14577.0,6310.0,3301.0
2000-11-24,1346.5,14290.0,66.7,14440.0,14440.0,6339.0,3295.0
2000-11-27,1358.75,14760.0,69.0,14668.0,14668.0,6378.0,3325.0
2000-11-28,1338.5,14660.0,66.6,14543.0,14543.0,6268.0,3335.0
2000-11-29,1335.25,14500.0,63.0,14201.0,14201.0,6178.0,3302.0
2000-11-30,1321.5,14630.0,62.3,14110.0,14110.0,6145.5,3288.0
2000-12-01,1320.5,14940.0,64.0,14561.0,14561.0,6156.5,3319.0
2000-12-04,1330.5,14880.0,61.55,14628.0,14628.0,6173.0,3315.0
2000-12-05,1374.25,14720.0,63.7,14625.0,14625.0,6307.5,3338.0
2000-12-06,1354.0,14870.0,64.4,15209.0,15209.0,6289.0,3350.0
2000-12-07,1336.75,14670.0,65.2,15105.0,15105.0,6246.0,3351.0
2000-12-08,1337.75,14730.0,67.25,15320.0,15320.0,6297.5,3319.0
2000-12-11,1382.5,15100.0,70.0,15460.0,15460.0,6364.0,3345.0
2000-12-12,1379.0,15110.0,68.15,15405.0,15405.0,6388.5,3341.0
2000-12-13,1357.5,15260.0,70.2,15731.0,15731.0,6393.0,3337.0
2000-12-14,1338.5,14930.0,68.55,15560.0,15560.0,6263.5,3298.0
2000-12-15,1326.0,14570.0,66.0,14930.0,14930.0,6212.5,3263.0
2000-12-18,1346.5,14600.0,67.35,15097.0,15097.0,6276.0,3245.0
2000-12-19,1318.0,14200.0,65.95,15170.0,15170.0,6331.0,3261.0
2000-12-20,1279.5,13900.0,64.05,14920.0,14920.0,6192.5,3261.0
2000-12-21,1288.0,13250.0,64.25,14790.0,14790.0,6142.5,3194.0
2000-12-22,1326.75,13520.0,62.0,14722.0,14722.0,6140.0,3203.0
2000-12-26,1337.0,13990.0,62.65,14722.0,14722.0,6140.0,3203.0
2000-12-27,1350.5,13900.0,62.65,14703.0,14703.0,6241.5,3222.0
2000-12-28,1353.25,13910.0,62.65,14803.0,14803.0,6230.0,3228.0
2000-12-29,1335.0,13760.0,62.65,15160.0,15160.0,6201.0,3205.0
2001-01-02,1299.75,13760.0,64.9,14844.0,14844.0,6210.0,3295.0
2001-01-03,1359.25,13760.0,64.95,14658.0,14658.0,6069.0,3260.0
2001-01-04,1348.25,13650.0,69.65,15290.0,15290.0,6237.0,3333.0
2001-01-05,1304.5,13810.0,73.6,15490.0,15490.0,6203.0,3308.0
2001-01-08,1309.5,13810.0,73.55,15401.0,15401.0,6188.0,3278.0
2001-01-09,1309.5,13570.0,74.3,15550.0,15550.0,6100.0,3274.0
2001-01-10,1327.0,13410.0,70.7,15433.0,15433.0,6085.0,3261.0
2001-01-11,1334.5,13240.0,70.9,15075.0,15075.0,6133.5,3260.0
2001-01-12,1330.25,13360.0,73.7,15360.0,15360.0,6186.0,3271.0
2001-01-15,1331.5,13490.0,75.8,15305.0,15305.0,6179.0,3264.0
2001-01-16,1335.5,13590.0,75.75,15460.0,15460.0,6101.0,3267.0
2001-01-17,1341.75,13700.0,75.65,15240.0,15240.0,6190.0,3287.0
2001-01-18,1356.0,13870.0,76.45,15534.0,15534.0,6228.5,3320.0
2001-01-19,1348.5,14060.0,79.0,15931.0,15931.0,6229.5,3357.0
2001-01-22,1358.5,14010.0,79.7,16018.0,16018.0,6256.5,3331.0
2001-01-23,1366.0,13990.0,79.7,16042.0,16042.0,6221.0,3299.0
2001-01-24,1370.25,13830.0,79.7,16042.0,16042.0,6290.0,3322.0
2001-01-25,1364.5,13810.0,79.7,16042.0,16042.0,6264.0,3334.0
2001-01-26,1363.25,13740.0,73.95,16042.0,16042.0,6307.5,3332.0
2001-01-29,1370.0,13890.0,75.2,16100.0,16100.0,6328.0,3327.0
2001-01-30,1382.0,13820.0,74.5,16048.0,16048.0,6333.0,3344.0
2001-01-31,1373.0,13860.0,78.15,16091.0,16091.0,6291.0,3338.0
2001-02-01,1382.5,13700.0,77.2,16191.0,16191.0,6251.5,3360.0
2001-02-02,1353.25,13750.0,76.8,16171.0,16171.0,6264.5,3359.0
2001-02-05,1362.0,13390.0,72.5,15831.0,15831.0,6276.5,3317.0
2001-02-06,1356.25,13330.0,73.5,15945.0,15945.0,6301.0,3337.0
2001-02-07,1349.5,13360.0,72.4,16095.0,16095.0,6233.0,3318.0
2001-02-08,1335.0,13190.0,74.0,15895.0,15895.0,6206.0,3328.0
2001-02-09,1321.5,13490.0,74.5,15935.0,15935.0,6159.0,3307.0
2001-02-12,1333.5,13490.0,75.3,15713.0,15713.0,6241.0,3336.0
2001-02-13,1326.0,13280.0,75.0,15890.0,15890.0,6230.0,3345.0
2001-02-14,1319.75,13290.0,75.8,15892.0,15892.0,6162.5,3344.0
2001-02-15,1333.0,13330.0,75.75,15796.0,15796.0,6202.0,3319.0
2001-02-16,1305.5,13180.0,75.0,15567.0,15567.0,6096.5,3321.0
2001-02-19,1305.0,13170.0,74.7,15540.0,15540.0,6086.0,3293.0
2001-02-20,1285.25,13220.0,76.6,15530.0,15530.0,5980.0,3314.0
2001-02-21,1256.5,13130.0,74.7,15347.0,15347.0,5974.0,3311.0
2001-02-22,1257.5,13110.0,73.25,15019.0,15019.0,5999.0,3303.0
2001-02-23,1247.5,13260.0,72.6,15272.0,15272.0,5937.0,3289.0
2001-02-26,1273.5,13250.0,73.6,15107.0,15107.0,5914.0,3297.0
2001-02-27,1264.0,13010.0,72.5,14888.0,14888.0,5914.0,3291.0
2001-02-28,1242.0,12880.0,71.9,14761.0,14761.0,5900.0,3331.0
2001-03-01,1243.5,12680.0,71.9,14264.0,14264.0,5903.0,3341.0
2001-03-02,1235.25,12210.0,69.55,13876.0,13876.0,5847.5,3339.0
2001-03-05,1243.75,12290.0,70.2,14119.0,14119.0,5922.0,3342.0
2001-03-06,1257.0,12710.0,71.2,14270.0,14270.0,6010.0,3342.0
2001-03-07,1265.25,12720.0,71.0,14060.0,14060.0,6001.0,3359.0
2001-03-08,1266.25,12660.0,71.75,14185.0,14185.0,5996.0,3340.0
2001-03-09,1231.0,12630.0,70.3,14090.0,14090.0,5906.5,3345.0
2001-03-12,1179.0,12150.0,67.4,13730.0,13730.0,5803.0,3323.0
2001-03-13,1197.25,11780.0,65.8,13460.0,13460.0,5719.0,3271.0
2001-03-14,1169.25,11730.0,67.35,13369.0,13369.0,5624.0,3261.0
2001-03-15,1173.25,12160.0,67.65,13545.0,13545.0,5669.0,3247.0
2001-03-16,1156.28,12230.0,66.8,13528.0,13528.0,5605.5,3249.0
2001-03-19,1180.5,12000.0,66.9,13500.0,13500.0,5601.0,3218.0
2001-03-20,1152.5,12000.0,66.45,13267.0,13267.0,5673.0,3245.0
2001-03-21,1132.0,13000.0,66.7,13050.0,13050.0,5581.0,3230.0
2001-03-22,1119.5,12680.0,65.75,12549.0,12549.0,5340.0,3196.0
2001-03-23,1153.5,13210.0,67.3,12630.0,12630.0,5440.0,3145.0
2001-03-26,1167.0,13760.0,67.8,13055.0,13055.0,5614.5,3167.0
2001-03-27,1190.0,13560.0,66.25,12650.0,12650.0,5752.0,3185.0
2001-03-28,1159.5,13720.0,66.05,12857.0,12857.0,5662.0,3178.0
2001-03-29,1161.5,13050.0,65.3,12645.0,12645.0,5632.0,3178.0
2001-03-30,1169.25,12980.0,65.25,12860.0,12860.0,5642.0,3148.0
2001-04-02,1150.25,13120.0,64.3,12730.0,12730.0,5632.0,3242.0
2001-04-03,1108.5,13230.0,62.8,12570.0,12570.0,5492.0,3232.0
2001-04-04,1112.5,13220.0,61.95,12090.0,12090.0,5563.5,3224.0
2001-04-05,1155.0,13440.0,61.95,12090.0,12090.0,5657.5,3241.0
2001-04-06,1140.25,13320.0,62.9,12440.0,12440.0,5624.5,3255.0
2001-04-09,1150.25,12810.0,62.0,12180.0,12180.0,5703.0,3233.0
2001-04-10,1172.0,12680.0,60.8,12227.0,12227.0,5827.0,3243.0
2001-04-11,1173.25,13120.0,62.75,12700.0,12700.0,5832.0,3280.0
2001-04-12,1192.25,13340.0,64.2,12985.0,12985.0,5795.0,3304.0
2001-04-16,1182.0,13260.0,63.25,12985.0,12985.0,5795.0,3304.0
2001-04-17,1195.5,13020.0,63.5,12515.0,12515.0,5774.5,3279.0
2001-04-18,1246.25,13810.0,67.75,12936.0,12936.0,5926.5,3316.0
2001-04-19,1258.75,13910.0,70.65,13545.0,13545.0,5901.0,3340.0
2001-04-20,1250.75,13820.0,70.25,13479.0,13479.0,5905.5,3311.0
2001-04-23,1226.0,13710.0,70.6,13365.0,13365.0,5882.5,3314.0
2001-04-24,1216.5,13830.0,69.7,13258.0,13258.0,5870.0,3297.0
2001-04-25,1232.0,13850.0,71.3,13253.0,13253.0,5855.0,3297.0
2001-04-26,1240.5,13940.0,70.7,13304.0,13304.0,5892.0,3323.0
2001-04-27,1258.5,13960.0,69.65,13380.0,13380.0,5974.0,3311.0
2001-04-30,1254.25,13960.0,72.4,13380.0,13380.0,5996.0,3340.0
2001-05-01,1272.25,14380.0,72.4,13380.0,13380.0,5951.5,3347.0
2001-05-02,1271.0,14340.0,73.2,13786.0,13786.0,5925.0,3330.0
2001-05-03,1254.25,14340.0,73.9,13654.0,13654.0,5779.5,3367.0
2001-05-04,1273.25,14340.0,73.55,13328.0,13328.0,5902.0,3355.0
2001-05-07,1263.5,14560.0,74.6,13567.0,13567.0,5902.0,3370.0
2001-05-08,1263.5,14300.0,74.05,13493.0,13493.0,5914.5,3354.0
2001-05-09,1257.75,14180.0,72.0,13564.0,13564.0,5913.5,3355.0
2001-05-10,1261.5,14010.0,72.8,13610.0,13610.0,5973.5,3405.0
2001-05-11,1251.75,14110.0,73.35,13605.0,13605.0,5916.0,3394.0
2001-05-14,1252.0,13900.0,72.95,13209.0,13209.0,5835.5,3395.0
2001-05-15,1257.5,14090.0,72.35,13294.0,13294.0,5851.0,3396.0
2001-05-16,1288.5,13760.0,71.0,13400.0,13400.0,5900.0,3387.0
2001-05-17,1291.5,14000.0,75.0,13635.0,13635.0,5920.0,3420.0
2001-05-18,1295.5,13900.0,75.15,13465.0,13465.0,5941.5,3399.0
2001-05-21,1314.5,14210.0,77.6,13753.0,13753.0,5959.0,3436.0
2001-05-22,1312.75,14060.0,77.7,13860.0,13860.0,5984.0,3441.0
2001-05-23,1290.5,14060.0,78.0,13878.0,13878.0,5911.5,3430.0
2001-05-24,1294.5,13890.0,78.1,13810.0,13810.0,5929.5,3421.0
2001-05-25,1279.0,13840.0,78.3,13720.0,13720.0,5895.0,3424.0
2001-05-28,1282.75,13770.0,77.15,13760.0,13760.0,5895.0,3425.0
2001-05-29,1268.5,13820.0,79.0,13585.0,13585.0,5874.5,3410.0
2001-05-30,1250.0,13480.0,78.3,13417.0,13417.0,5798.0,3389.0
2001-05-31,1257.5,13300.0,76.05,13276.0,13276.0,5786.5,3369.0
2001-06-01,1265.0,13210.0,75.25,13185.0,13185.0,5823.0,3384.0
2001-06-04,1269.25,13280.0,75.9,13226.0,13226.0,5856.5,3429.0
2001-06-05,1284.5,13100.0,74.3,13538.0,13538.0,5934.5,3414.0
2001-06-06,1274.0,13150.0,74.3,13623.0,13623.0,5898.0,3416.0
2001-06-07,1276.5,13270.0,74.4,13776.0,13776.0,5942.0,3421.0
2001-06-08,1266.5,13510.0,77.3,13813.0,13813.0,5940.0,3426.0
2001-06-11,1256.0,13220.0,75.1,13745.0,13745.0,5862.5,3416.0
2001-06-12,1254.5,12830.0,75.3,13590.0,13590.0,5808.5,3400.0
2001-06-13,1243.25,12920.0,75.8,13578.0,13578.0,5825.0,3393.0
2001-06-14,1214.0,12820.0,76.8,13209.0,13209.0,5752.0,3408.0
2001-06-15,1206.88,12800.0,76.5,13115.0,13115.0,5731.5,3402.0
2001-06-18,1219.75,12670.0,75.2,12941.0,12941.0,5732.5,3386.0
2001-06-19,1224.0,12550.0,75.15,13270.0,13270.0,5722.5,3381.0
2001-06-20,1229.25,12630.0,73.55,12888.0,12888.0,5745.5,3417.0
2001-06-21,1243.0,13000.0,73.25,13269.0,13269.0,5699.5,3413.0
2001-06-22,1235.0,13050.0,73.75,13235.0,13235.0,5688.5,3428.0
2001-06-25,1223.5,12840.0,73.6,13235.0,13235.0,5703.0,3425.0
2001-06-26,1220.5,12980.0,72.5,12950.0,12950.0,5598.0,3433.0
2001-06-27,1219.0,12790.0,72.35,13002.0,13002.0,5640.0,3412.0
2001-06-28,1227.0,12690.0,71.7,12834.0,12834.0,5668.0,3425.0
2001-06-29,1231.7,12920.0,73.0,13041.0,13041.0,5651.0,3490.0
2001-07-02,1245.9,12770.0,73.15,13041.0,13041.0,5749.0,3439.0
2001-07-03,1245.6,12820.0,73.1,13204.0,13204.0,5668.0,3448.0
2001-07-04,1238.0,12620.0,74.0,13180.0,13180.0,5626.0,3431.0
2001-07-05,1222.3,12610.0,73.2,13038.0,13038.0,5572.0,3378.0
2001-07-06,1193.8,12270.0,71.25,13038.0,13038.0,5486.5,3351.0
2001-07-09,1200.25,12250.0,69.5,12660.0,12660.0,5486.5,3344.0
2001-07-10,1186.5,12260.0,69.15,12748.0,12748.0,5486.5,3367.0
2001-07-11,1185.25,12020.0,68.2,12590.0,12590.0,5410.5,3388.0
2001-07-12,1214.25,12410.0,69.7,12689.0,12689.0,5497.0,3384.0
2001-07-13,1225.25,12340.0,67.6,12654.0,12654.0,5558.0,3401.0
2001-07-16,1210.5,12320.0,67.9,12615.0,12615.0,5528.0,3435.0
2001-07-17,1220.5,12130.0,67.9,12540.0,12540.0,5445.0,3403.0
2001-07-18,1212.25,11880.0,66.55,12430.0,12430.0,5412.5,3405.0
2001-07-19,1223.0,11920.0,67.3,12265.0,12265.0,5449.0,3413.0
2001-07-20,1215.0,11920.0,66.3,12312.0,12312.0,5390.5,3399.0
2001-07-23,1192.0,11570.0,65.1,12240.0,12240.0,5413.0,3380.0
2001-07-24,1178.25,11830.0,65.05,12245.0,12245.0,5334.0,3364.0
2001-07-25,1191.5,11860.0,65.15,12245.0,12245.0,5275.0,3313.0
2001-07-26,1205.5,11800.0,65.3,12030.0,12030.0,5283.0,3274.0
2001-07-27,1209.75,11810.0,66.75,12150.0,12150.0,5405.5,3301.0
2001-07-30,1209.75,11560.0,65.75,12052.0,12052.0,5455.0,3310.0
2001-07-31,1215.25,11870.0,66.75,12250.0,12250.0,5532.5,3329.0
2001-08-01,1221.5,11990.0,69.4,12413.0,12413.0,5557.0,3385.0
2001-08-02,1226.0,12410.0,70.0,12440.0,12440.0,5586.0,3417.0
2001-08-03,1220.0,12210.0,69.7,12201.0,12201.0,5545.5,3420.0
2001-08-06,1203.0,12230.0,70.25,12142.0,12142.0,5529.0,3417.0
2001-08-07,1207.75,12290.0,70.0,11935.0,11935.0,5544.5,3419.0
2001-08-08,1185.5,12150.0,69.85,11895.0,11895.0,5484.5,3415.0
2001-08-09,1187.75,11740.0,67.45,11700.0,11700.0,5403.0,3425.0
2001-08-10,1191.25,11770.0,68.2,11706.0,11706.0,5430.0,3404.0
2001-08-13,1192.5,11500.0,69.0,11627.0,11627.0,5435.5,3394.0
2001-08-14,1192.25,11930.0,71.0,11952.0,11952.0,5512.5,3385.0
2001-08-15,1180.75,11710.0,71.0,12135.0,12135.0,5472.0,3372.0
2001-08-16,1184.75,11520.0,71.2,11758.0,11758.0,5403.0,3331.0
2001-08-17,1165.5,11430.0,71.5,11690.0,11690.0,5357.0,3332.0
2001-08-20,1175.75,11240.0,69.4,11391.0,11391.0,5355.5,3288.0
2001-08-21,1156.25,11310.0,69.8,11351.0,11351.0,5432.0,3316.0
2001-08-22,1167.25,11400.0,70.7,11280.0,11280.0,5417.5,3321.0
2001-08-23,1163.5,11120.0,70.2,11300.0,11300.0,5400.0,3323.0
