,SPX,NKY,KOSPI,HSI,TWSE,UKX,AS51
1992-05-29,415.35,18347.75,570.93,6080.15,4519.27,2707.6,1704.6
1992-06-01,417.3,18004.11,569.19,6056.0,4456.85,2697.6,1700.5
1992-06-02,413.5,18125.55,567.34,6059.39,4468.94,2705.9,1702.7
1992-06-03,414.59,18188.68,568.98,6037.37,4583.97,2680.9,1704.5
1992-06-04,413.26,17964.07,568.81,6035.8,4586.61,2681.9,1701.9
1992-06-05,413.48,17790.04,569.2,6035.8,4586.61,2668.5,1699.7
1992-06-08,413.36,17655.06,563.65,5978.75,4565.04,2645.8,1699.7
1992-06-09,410.06,17845.04,561.76,5940.19,4526.65,2635.4,1699.9
1992-06-10,407.25,17742.87,562.87,5917.5,4633.8,2636.1,1690.8
1992-06-11,409.05,17709.05,570.5,5826.54,4681.07,2614.1,1683.0
1992-06-12,409.76,17383.68,566.2,5819.07,4676.13,2603.7,1675.3
1992-06-15,410.29,16953.23,579.81,5819.07,4672.49,2593.6,1670.2
1992-06-16,408.32,16953.53,579.95,5846.75,4637.78,2616.3,1661.9
1992-06-17,402.26,16445.8,576.72,5846.06,4603.9,2598.4,1652.4
1992-06-18,400.96,16045.56,563.85,5796.1,4628.78,2562.7,1646.4
1992-06-19,403.67,16519.87,571.02,5787.6,4587.85,2584.8,1655.8
1992-06-22,403.4,15921.22,558.32,5819.94,4697.66,2550.3,1658.8
1992-06-23,404.04,16106.99,559.99,5897.86,4690.48,2560.6,1665.2
1992-06-24,403.83,15853.67,551.99,5965.21,4655.08,2532.6,1668.4
1992-06-25,403.12,16143.72,548.3,6078.69,4565.01,2557.3,1665.1
1992-06-26,403.45,15812.73,552.09,6113.1,4501.97,2534.1,1662.1
1992-06-29,408.94,15741.27,551.55,6057.9,4467.5,2515.8,1662.8
1992-06-30,408.14,15951.73,552.03,6103.92,4523.81,2521.2,1665.9
1992-07-01,412.88,16325.07,551.98,6134.75,4523.81,2493.9,1668.4
1992-07-02,411.77,16757.63,548.28,6073.74,4454.08,2476.1,1683.0
1992-07-06,413.84,16657.07,535.72,6024.77,4511.97,2469.0,1685.0
1992-07-07,409.16,16459.55,535.34,5911.92,4432.22,2493.7,1680.9
1992-07-08,410.28,16600.26,531.79,5981.91,4329.31,2472.6,1671.6
1992-07-09,414.23,16848.66,523.07,5925.52,4337.99,2497.9,1661.2
1992-07-10,414.62,16783.72,523.88,5981.36,4316.79,2490.8,1664.0
1992-07-13,414.87,17201.73,512.54,6085.85,4312.38,2478.3,1657.8
1992-07-14,417.68,17064.63,527.08,6097.19,4307.69,2484.0,1657.3
1992-07-15,417.1,17116.92,514.19,6125.46,4352.51,2486.4,1655.4
1992-07-16,417.54,16987.66,511.61,6162.53,4349.68,2483.4,1658.0
1992-07-17,415.62,16548.07,511.61,6128.06,4282.6,2431.9,1647.8
1992-07-20,413.75,15884.48,505.3,5986.49,4147.59,2403.7,1620.6
1992-07-21,413.76,16002.41,511.84,6010.44,4159.02,2415.6,1624.8
1992-07-22,410.93,15541.95,526.0,6010.44,4154.8,2387.9,1623.3
1992-07-23,412.08,16039.94,518.53,5917.16,3978.87,2399.5,1626.7
1992-07-24,411.6,15497.79,521.99,5772.76,4022.16,2377.2,1625.7
1992-07-27,411.54,15373.34,517.48,5664.39,4008.22,2348.0,1622.5
1992-07-28,417.52,15426.64,514.45,5782.63,3959.1,2373.4,1622.1
1992-07-29,422.23,15095.95,508.84,5857.29,3947.32,2423.3,1628.8
1992-07-30,423.92,15555.6,509.23,5829.83,4029.53,2411.6,1636.7
1992-07-31,424.21,15910.28,509.95,5881.13,4108.52,2399.6,1633.3
1992-08-03,425.09,15709.45,508.63,5910.73,4072.08,2420.2,1632.8
1992-08-04,424.36,15692.59,501.48,5859.78,4088.18,2407.5,1627.5
1992-08-05,422.19,15983.64,493.33,5841.24,4134.91,2392.8,1619.6
1992-08-06,420.59,15926.44,500.04,5865.27,4122.78,2377.6,1602.3
1992-08-07,418.88,15518.27,495.22,5850.93,4082.9,2350.1,1600.1
1992-08-10,419.42,15066.34,507.88,5867.94,3951.73,2325.7,1606.3
1992-08-11,418.9,14822.56,502.45,5886.75,3958.28,2309.6,1600.6
1992-08-12,417.78,14773.79,492.66,5879.19,3901.61,2303.1,1582.8
1992-08-13,417.73,14768.17,488.25,5857.11,3893.34,2318.0,1580.6
1992-08-14,419.91,14820.25,478.9,5822.59,3914.9,2356.8,1560.0
1992-08-17,420.74,14929.55,462.13,5667.85,3784.48,2376.1,1571.0
1992-08-18,421.34,14309.41,464.95,5675.16,3772.91,2354.7,1576.4
1992-08-19,418.18,14650.74,479.09,5620.44,3733.93,2363.5,1572.7
1992-08-20,418.26,15267.76,467.7,5481.61,3733.06,2359.4,1564.0
1992-08-21,414.85,16216.88,459.07,5509.39,3861.63,2365.7,1570.4
1992-08-24,410.72,16627.96,483.73,5390.93,3850.68,2311.1,1549.5
1992-08-25,411.61,16380.77,494.5,5291.49,3816.38,2281.0,1526.5
1992-08-26,413.51,16541.65,513.87,5478.81,3793.03,2285.0,1545.0
1992-08-27,413.53,17555.0,520.61,5460.72,3800.97,2311.6,1554.1
1992-08-28,414.84,17970.79,518.56,5628.6,3852.45,2312.6,1565.1
1992-08-31,414.03,18061.12,562.8,5628.6,3946.35,2312.6,1557.9
1992-09-01,416.07,17740.06,558.6,5711.57,3960.45,2298.4,1551.0
1992-09-02,417.98,17587.72,562.74,5734.45,3933.61,2313.0,1536.7
1992-09-03,417.98,18386.49,563.94,5722.46,3888.49,2381.9,1534.9
1992-09-04,417.08,18555.3,544.08,5707.51,3888.49,2362.2,1539.1
1992-09-08,414.44,18282.42,553.35,5700.59,3758.38,2337.7,1508.3
1992-09-09,416.36,18875.55,551.12,5726.99,3770.12,2327.5,1483.9
1992-09-10,419.95,18908.47,551.12,5631.55,3785.5,2340.6,1489.4
1992-09-11,419.58,18107.69,551.12,5537.29,3785.5,2370.9,1507.9
1992-09-14,425.27,18471.4,551.31,5607.15,3685.04,2422.1,1546.3
1992-09-15,419.77,18471.4,544.82,5653.84,3716.72,2370.0,1539.1
1992-09-16,419.92,17944.7,539.3,5633.13,3664.52,2378.3,1513.5
1992-09-17,419.93,18116.52,533.66,5637.9,3441.69,2483.9,1519.1
1992-09-18,422.93,18166.8,535.02,5689.32,3437.6,2567.0,1532.2
1992-09-21,422.14,18066.24,521.54,5741.53,3481.9,2560.1,1540.8
1992-09-22,417.14,18282.72,519.16,5740.18,3524.75,2586.0,1529.2
1992-09-23,417.44,18282.72,524.35,5712.64,3529.42,2580.5,1513.0
1992-09-24,418.47,18609.95,523.35,5658.73,3540.48,2621.2,1515.2
1992-09-25,414.35,18394.76,525.57,5686.16,3472.5,2601.0,1502.6
1992-09-28,416.62,17972.61,516.04,5597.2,3472.5,2560.0,1500.0
1992-09-29,416.8,17748.09,514.11,5581.92,3397.29,2565.5,1490.6
1992-09-30,417.8,17399.08,513.82,5505.44,3524.21,2553.0,1487.9
1992-10-01,416.29,17369.91,508.76,5528.84,3584.08,2572.3,1474.7
1992-10-02,410.47,17324.07,513.12,5595.44,3717.71,2549.7,1486.7
1992-10-05,407.57,17101.5,502.22,5595.44,3720.45,2446.3,1469.3
1992-10-06,407.18,17268.1,507.76,5553.12,3562.87,2488.4,1455.1
1992-10-07,404.25,17111.74,524.38,5589.03,3592.12,2517.1,1457.8
1992-10-08,407.75,17335.51,518.43,5555.53,3688.21,2538.8,1469.2
1992-10-09,402.66,17059.78,524.27,5596.71,3622.75,2541.2,1469.4
1992-10-12,407.44,17302.01,514.9,5725.57,3602.83,2557.2,1465.1
1992-10-13,409.3,17490.67,514.39,5756.1,3602.96,2584.7,1458.0
1992-10-14,409.37,17344.03,524.96,5806.77,3633.22,2574.7,1454.6
1992-10-15,409.6,17628.49,521.85,5913.64,3729.02,2546.6,1440.3
1992-10-16,411.73,17369.81,518.91,5985.33,3707.18,2563.9,1420.4
1992-10-19,414.98,16903.81,539.7,6089.91,3734.51,2562.2,1417.8
1992-10-20,415.48,16987.66,540.45,6088.51,3724.17,2617.0,1428.7
1992-10-21,415.67,17141.52,559.71,6200.85,3694.38,2645.7,1447.5
1992-10-22,414.9,17013.04,568.97,6329.12,3699.23,2658.1,1451.6
1992-10-23,414.1,17117.65,571.34,6262.54,3662.6,2669.7,1459.3
1992-10-26,418.16,17011.33,582.74,6062.47,3662.6,2661.6,1453.7
1992-10-27,418.49,17185.26,584.1,6218.01,3647.97,2669.8,1439.0
1992-10-28,420.13,17068.41,585.34,6126.98,3670.9,2650.4,1419.2
1992-10-29,420.86,16937.71,605.78,6117.5,3640.9,2642.3,1418.8
1992-10-30,418.68,16767.4,610.09,6190.69,3631.73,2658.3,1428.8
1992-11-02,422.75,16853.36,621.97,6231.17,3559.51,2687.8,1412.7
1992-11-03,419.92,16853.36,605.52,6197.44,3559.66,2705.6,1416.0
1992-11-04,417.11,17065.2,619.0,6325.37,3506.05,2691.7,1436.1
1992-11-05,418.34,17031.59,631.31,6347.77,3593.41,2711.1,1437.6
1992-11-06,417.58,16869.81,644.94,6315.01,3532.61,2702.7,1427.3
1992-11-09,418.59,16417.05,686.81,6267.91,3530.14,2695.4,1422.9
1992-11-10,418.62,16437.11,676.86,6273.08,3534.53,2714.6,1399.3
1992-11-11,422.2,16318.15,658.96,6422.03,3570.89,2696.8,1396.7
1992-11-12,422.87,16376.93,636.99,6447.11,3570.89,2726.4,1376.1
1992-11-13,422.43,16330.79,652.97,6366.56,3555.51,2697.5,1373.7
1992-11-16,420.68,16162.99,616.64,6294.83,3588.44,2679.6,1358.5
1992-11-17,419.27,15993.48,631.42,6088.52,3583.71,2679.2,1367.0
1992-11-18,422.85,16778.84,621.25,5848.33,3660.1,2704.0,1377.7
1992-11-19,423.61,16871.31,632.49,5855.41,3682.38,2706.2,1396.6
1992-11-20,426.65,17033.6,635.55,5878.18,3724.33,2732.4,1415.0
1992-11-23,425.12,17033.6,669.46,5894.97,3698.51,2722.9,1455.0
1992-11-24,427.59,17096.09,655.05,5972.52,3687.22,2727.1,1458.4
1992-11-25,429.19,17302.01,652.47,5918.54,3673.51,2709.6,1467.9
1992-11-27,430.16,17470.61,650.85,5986.67,3681.94,2760.1,1458.9
1992-11-30,431.35,17683.65,663.36,5810.63,3675.01,2778.8,1456.4
1992-12-01,430.78,17313.04,659.93,5501.71,3646.76,2792.0,1452.3
1992-12-02,429.89,17393.68,650.2,5411.65,3635.7,2764.1,1446.8
1992-12-03,429.91,17260.08,638.93,4978.21,3614.08,2771.0,1442.1
1992-12-04,432.06,17295.69,635.28,5268.1,3651.39,2759.4,1443.2
1992-12-07,435.31,17207.12,616.21,5191.75,3755.77,2754.5,1454.3
1992-12-08,436.99,17281.85,625.61,5202.36,3761.01,2769.8,1480.3
1992-12-09,435.65,17406.22,620.74,5339.25,3776.55,2750.7,1494.9
1992-12-10,434.64,17501.3,642.03,5273.79,3746.75,2726.5,1515.1
1992-12-11,433.73,17441.02,645.7,5253.18,3734.3,2716.2,1513.3
1992-12-14,432.84,17289.97,651.23,5267.73,3696.76,2721.8,1525.9
1992-12-15,432.57,17480.74,650.21,5315.81,3688.26,2717.9,1522.3
1992-12-16,431.52,17268.71,654.09,5415.96,3674.92,2732.8,1508.5
1992-12-17,435.43,17437.91,660.6,5329.46,3668.67,2740.3,1512.0
1992-12-18,441.28,17680.74,660.6,5192.66,3657.99,2789.7,1529.4
1992-12-21,440.7,17645.44,653.46,5242.48,3576.09,2807.7,1551.7
1992-12-22,440.31,17690.67,657.01,5297.74,3579.97,2842.0,1543.5
1992-12-23,439.03,17690.67,670.43,5317.99,3448.15,2827.4,1536.4
1992-12-24,439.77,17648.85,675.36,5442.01,3456.0,2827.5,1547.6
1992-12-28,439.15,17188.62,678.44,5531.65,3327.67,2827.5,1547.6
1992-12-29,437.98,17285.64,678.44,5444.13,3377.06,2847.8,1553.5
1992-12-30,438.82,16924.95,678.44,5467.89,3377.06,2832.5,1552.3
1992-12-31,435.71,16924.95,678.44,5512.39,3377.06,2846.5,1564.7
1993-01-04,435.38,16994.08,697.41,5437.8,3377.06,2861.5,1576.1
1993-01-05,434.34,16842.58,690.79,5548.03,3342.18,2833.6,1579.9
1993-01-06,434.52,16782.88,688.4,5586.67,3188.44,2826.0,1554.8
1993-01-07,430.73,16780.98,696.95,5547.32,3135.56,2816.5,1542.1
1993-01-08,429.05,16634.69,704.5,5529.56,3171.99,2799.2,1510.4
1993-01-11,430.95,16589.55,708.42,5673.1,3171.24,2773.4,1523.6
1993-01-12,431.04,16681.05,703.05,5671.26,3217.55,2757.9,1517.9
1993-01-13,433.03,16517.91,705.93,5778.74,3227.93,2745.3,1502.2
1993-01-14,435.94,16515.6,692.23,5890.16,3297.56,2759.2,1515.4
1993-01-15,437.15,16515.6,693.29,5871.8,3314.83,2765.1,1534.1
1993-01-18,436.84,16617.24,693.23,5882.02,3356.8,2763.1,1538.3
1993-01-19,435.13,16798.64,699.32,5897.9,3420.62,2737.6,1527.6
1993-01-20,433.37,16510.18,700.0,5877.02,3420.62,2748.7,1530.9
1993-01-21,435.49,16538.68,699.92,5914.39,3420.62,2773.3,1528.4
1993-01-22,436.11,16336.81,699.92,5914.39,3420.62,2781.2,1533.0
1993-01-25,440.01,16287.45,707.61,5914.39,3420.62,2771.9,1532.8
1993-01-26,439.95,16492.63,702.5,5923.73,3420.62,2835.7,1539.1
1993-01-27,438.11,16509.68,694.57,5939.89,3283.09,2832.5,1544.4
1993-01-28,438.66,17063.41,687.79,5804.5,3293.01,2816.9,1536.1
1993-01-29,438.78,17023.78,679.96,5751.4,3251.23,2807.2,1536.5
1993-02-01,442.52,17133.64,663.57,5697.78,3501.23,2851.6,1538.3
1993-02-02,442.56,17186.31,666.18,5662.53,3542.26,2834.4,1538.3
1993-02-03,447.2,17222.03,678.34,5710.8,3553.36,2873.8,1538.5
1993-02-04,449.56,17190.63,684.04,5778.01,3571.49,2865.9,1540.0
1993-02-05,448.93,17332.9,677.31,5747.21,3621.46,2862.9,1552.5
1993-02-08,447.85,17281.73,672.18,5786.65,3648.75,2870.0,1568.5
1993-02-09,445.33,17022.27,675.33,5789.52,3637.03,2831.3,1595.1
1993-02-10,446.23,17089.9,677.25,5835.55,3578.1,2816.4,1602.0
1993-02-11,447.66,17089.9,681.6,5857.0,3621.43,2834.3,1610.1
1993-02-12,444.58,16851.51,683.4,5858.15,3775.19,2843.0,1614.3
1993-02-16,433.91,16916.32,672.22,6065.62,3874.73,2812.2,1623.9
1993-02-17,433.3,17009.63,665.12,6087.46,4001.16,2814.0,1612.8
1993-02-18,431.9,16982.14,653.91,6186.94,3961.5,2837.7,1618.4
1993-02-19,434.22,17010.03,654.52,6170.09,3912.67,2840.0,1604.3
1993-02-22,435.24,16820.61,674.71,6231.88,4098.44,2838.3,1615.7
1993-02-23,434.8,16863.15,676.62,6149.19,4071.49,2818.0,1619.5
1993-02-24,440.87,16798.94,672.81,6177.69,4049.5,2817.0,1615.2
1993-02-25,442.34,16907.39,655.61,6203.88,4156.88,2828.7,1617.0
1993-02-26,443.38,16953.35,644.7,6351.99,4278.63,2868.0,1620.2
1993-03-01,442.01,16879.6,644.7,6398.82,4517.59,2882.6,1652.8
1993-03-02,447.9,16864.25,633.73,6344.23,4344.99,2882.3,1658.0
1993-03-03,449.26,16853.92,632.99,6436.64,4582.61,2918.6,1637.3
1993-03-04,447.34,16759.61,622.22,6467.8,4737.32,2904.8,1633.9
1993-03-05,446.11,16817.7,615.57,6502.81,4731.85,2922.1,1623.6
1993-03-08,454.71,17686.47,625.62,6482.16,4601.58,2957.3,1626.5
1993-03-09,454.4,17848.3,626.23,6508.0,4474.47,2949.9,1644.1
1993-03-10,456.33,17858.63,626.23,6488.46,4474.4,2956.7,1658.6
1993-03-11,453.72,17904.79,615.26,6371.84,4619.38,2953.4,1672.8
1993-03-12,449.83,18037.52,628.16,6170.4,4564.53,2915.9,1671.9
1993-03-15,451.43,18086.18,645.73,5854.61,4507.0,2922.4,1635.3
1993-03-16,451.37,17968.3,637.87,5980.04,4489.99,2919.3,1669.2
1993-03-17,448.31,18173.37,663.05,5958.33,4511.62,2889.9,1687.1
1993-03-18,451.89,18727.9,666.39,6051.26,4664.46,2879.7,1681.6
1993-03-19,450.18,18537.17,668.63,6088.34,4589.92,2900.1,1689.7
1993-03-22,448.88,18784.39,658.75,6060.04,4674.28,2863.9,1674.9
1993-03-23,448.76,18491.62,666.95,6117.95,4647.23,2861.1,1670.0
1993-03-24,448.07,18450.69,666.66,6212.19,4654.68,2860.6,1673.7
1993-03-25,450.88,18764.92,662.69,6246.97,4652.68,2852.8,1670.7
1993-03-26,447.78,18788.7,659.02,6341.25,4602.71,2852.9,1685.6
1993-03-29,450.77,19048.38,653.21,6322.9,4602.71,2846.5,1686.3
1993-03-30,451.97,18963.16,665.02,6406.49,4750.7,2861.0,1687.2
1993-03-31,451.67,18591.45,666.75,6388.86,4825.29,2878.7,1674.5
1993-04-01,450.3,19099.09,665.61,6408.88,4795.17,2878.4,1676.4
1993-04-02,441.39,19446.94,681.37,6404.44,4948.62,2869.9,1692.3
1993-04-05,442.29,19759.46,681.37,6404.44,4948.62,2838.8,1678.7
1993-04-06,441.16,19486.8,697.11,6340.83,4948.62,2832.2,1665.9
1993-04-07,442.73,19829.23,699.49,6281.7,4795.17,2822.1,1662.0
1993-04-08,441.84,19967.27,695.07,6285.67,4925.15,2821.8,1674.3
1993-04-12,448.37,19882.14,720.96,6285.67,4682.27,2821.8,1674.3
1993-04-13,449.22,20740.29,720.52,6418.21,4597.66,2846.8,1699.2
1993-04-14,448.66,20533.38,704.92,6789.74,4575.85,2842.1,1714.7
1993-04-15,448.4,20675.84,716.76,6732.04,4695.49,2839.7,1713.4
1993-04-16,448.94,20297.86,706.86,6697.15,4534.19,2824.4,1713.4
1993-04-19,447.46,20112.34,725.76,6680.15,4577.48,2830.0,1705.5
1993-04-20,445.1,19828.43,721.66,6638.54,4448.43,2856.1,1712.7
1993-04-21,443.63,19773.01,733.58,6768.39,4482.63,2869.6,1702.4
1993-04-22,439.46,19591.31,737.59,6759.24,4631.69,2881.1,1714.4
1993-04-23,437.03,19704.15,735.7,6750.94,4569.25,2843.8,1710.9
1993-04-26,433.54,19623.63,730.92,6845.75,4547.78,2822.3,1716.0
1993-04-27,438.01,20206.71,722.96,6836.88,4506.11,2832.7,1709.1
1993-04-28,438.02,20454.57,728.41,6894.9,4527.07,2797.3,1709.2
1993-04-29,438.89,20454.57,724.76,6884.05,4527.47,2786.8,1684.0
1993-04-30,440.19,20919.18,721.57,6830.51,4563.52,2813.1,1685.2
1993-05-03,442.46,20919.18,718.59,6790.11,4473.8,2813.1,1668.7
1993-05-04,444.05,20919.18,719.83,6827.29,4448.18,2812.6,1668.1
1993-05-05,444.52,20919.18,719.83,6829.33,4449.32,2796.5,1678.5
1993-05-06,443.26,20622.03,710.8,6795.52,4492.48,2786.3,1696.0
1993-05-07,442.31,20811.36,703.85,6798.34,4573.42,2793.7,1688.5
1993-05-10,442.8,21054.71,704.22,6739.23,4687.12,2829.8,1673.9
1993-05-11,444.36,20940.37,701.36,6841.97,4678.51,2836.1,1689.5
1993-05-12,444.8,20615.2,700.08,7002.6,4718.23,2860.8,1698.3
1993-05-13,439.23,20532.78,710.61,7108.76,4664.58,2849.3,1696.2
1993-05-14,439.56,20474.15,707.01,7005.29,4575.8,2847.0,1698.9
1993-05-17,440.37,20565.51,717.17,7124.12,4460.11,2858.1,1686.2
1993-05-18,440.32,20229.39,722.61,7149.3,4495.39,2847.3,1676.4
1993-05-19,447.57,20380.79,724.76,7093.88,4446.54,2819.7,1680.2
1993-05-20,450.59,20330.39,727.37,7118.96,4346.63,2816.8,1682.1
1993-05-21,445.84,20557.47,727.99,7169.96,4300.25,2812.2,1695.1
1993-05-24,448.0,20476.16,733.91,7276.39,4258.92,2825.6,1683.7
1993-05-25,448.85,20631.76,727.27,7368.18,4227.05,2837.7,1698.2
1993-05-26,453.44,20895.99,729.91,7349.72,4245.28,2846.9,1719.5
1993-05-27,452.41,20852.63,737.22,7447.24,4209.95,2855.3,1753.4
1993-05-28,450.19,20843.69,737.22,7397.91,4356.1,2840.7,1762.5
1993-06-01,453.83,20591.41,751.97,7375.81,4316.43,2849.2,1732.8
1993-06-02,453.85,20691.7,759.81,7322.23,4302.24,2863.0,1742.6
1993-06-03,452.49,21076.0,763.15,7155.29,4342.73,2852.8,1741.2
1993-06-04,450.06,20882.24,760.15,7157.49,4391.5,2829.9,1739.8
1993-06-07,447.69,20844.19,766.28,7124.73,4317.0,2844.8,1736.9
1993-06-08,444.71,20575.24,768.19,7259.74,4277.42,2844.4,1721.9
1993-06-09,445.78,20575.24,777.25,7339.08,4269.72,2866.9,1708.7
1993-06-10,445.38,20493.32,773.39,7260.58,4223.01,2860.0,1713.6
1993-06-11,447.26,20500.95,768.48,7266.74,4219.14,2861.8,1715.1
1993-06-14,447.71,20397.35,759.47,7266.74,4177.2,2885.5,1715.1
1993-06-15,446.27,20045.88,757.84,7283.46,4198.3,2870.0,1726.5
1993-06-16,447.43,19902.42,759.26,7304.83,4188.9,2883.0,1726.0
1993-06-17,448.54,19925.51,762.54,7189.1,4129.85,2875.7,1728.0
1993-06-18,443.68,19804.54,762.09,7200.75,4150.26,2879.4,1730.5
1993-06-21,446.22,19212.43,766.06,7003.58,4074.37,2903.4,1726.8
1993-06-22,445.93,19538.3,770.62,7046.73,4062.49,2907.6,1715.9
1993-06-23,443.19,19492.52,762.53,7062.64,4132.17,2900.7,1697.7
1993-06-24,446.62,19685.07,762.95,7062.64,4132.17,2894.7,1698.4
1993-06-25,447.6,19659.57,760.01,7014.08,4182.28,2887.5,1699.1
1993-06-28,451.85,19886.76,734.22,7148.1,4044.46,2897.0,1714.6
1993-06-29,450.69,19543.42,745.69,7107.47,4067.83,2886.0,1716.8
1993-06-30,450.53,19590.0,748.87,7099.28,3995.51,2900.0,1734.6
1993-07-01,449.02,19924.61,753.26,7205.38,3995.51,2888.8,1752.3
1993-07-02,445.84,19621.46,746.88,7217.93,3921.85,2857.7,1764.0
1993-07-06,441.43,19829.78,750.0,7168.34,4047.42,2848.1,1757.3
1993-07-07,442.83,19720.67,753.11,7141.11,4020.38,2848.3,1765.7
1993-07-08,448.64,19688.67,760.68,7122.39,4017.59,2845.9,1775.8
1993-07-09,448.13,19877.39,770.46,7070.61,4068.47,2843.2,1776.9
1993-07-12,448.98,19980.0,769.07,6952.59,4078.71,2830.9,1797.5
1993-07-13,448.09,20180.42,762.94,6956.1,4013.18,2837.1,1799.9
1993-07-14,450.08,20139.11,762.96,6955.5,4022.47,2832.3,1801.3
1993-07-15,449.22,20158.02,762.4,6978.54,3969.17,2831.7,1802.7
1993-07-16,445.75,20331.53,759.17,6925.22,3914.04,2833.0,1796.8
1993-07-19,446.03,20150.92,749.38,6813.72,3917.81,2842.9,1794.3
1993-07-20,447.31,20038.0,749.86,6846.81,3907.84,2823.9,1803.8
1993-07-21,447.18,20080.91,751.94,6839.98,3906.97,2814.1,1815.4
1993-07-22,444.51,20115.81,746.56,6760.02,3932.15,2820.1,1799.5
1993-07-23,447.1,19734.57,741.81,6750.33,4027.58,2827.7,1804.4
1993-07-26,449.09,19822.08,745.07,6858.08,4083.87,2844.2,1792.5
1993-07-27,448.24,19891.39,750.48,6865.97,4070.44,2879.4,1810.3
1993-07-28,447.19,19829.58,749.03,6903.21,4019.63,2884.2,1814.3
1993-07-29,450.24,20456.85,743.21,6899.93,4022.62,2917.6,1824.1
1993-07-30,448.13,20380.14,730.5,6988.96,3994.2,2926.5,1837.1
1993-08-02,450.15,20343.53,719.45,7029.03,3946.56,2941.7,1846.7
1993-08-03,449.27,20357.64,721.54,7211.83,3949.29,2945.0,1847.1
1993-08-04,448.54,20497.55,720.02,7164.2,4046.21,2941.3,1853.2
1993-08-05,448.13,20425.64,732.05,7307.54,4055.52,2943.4,1857.0
1993-08-06,448.68,20357.94,721.48,7396.77,4025.93,2969.8,1836.0
1993-08-09,450.72,20493.05,709.59,7382.22,4092.73,2986.4,1837.2
1993-08-10,449.45,20493.75,719.44,7329.81,4093.31,2971.6,1852.1
1993-08-11,450.46,20732.57,723.65,7357.63,4115.04,3006.1,1853.8
1993-08-12,448.96,20765.28,725.94,7339.55,4140.75,3009.1,1868.2
1993-08-13,450.14,20745.17,693.57,7392.25,4122.12,3010.1,1852.6
1993-08-16,452.38,20901.49,691.67,7489.49,4118.6,3008.3,1867.2
1993-08-17,453.13,20841.98,688.94,7528.79,4122.16,3025.0,1881.1
1993-08-18,456.04,20773.18,713.18,7560.97,4104.75,3073.6,1891.3
1993-08-19,456.43,20687.47,737.97,7605.26,4093.41,3065.5,1924.0
1993-08-20,456.16,20607.26,729.86,7545.36,4045.61,3057.6,1923.9
1993-08-23,455.23,20414.14,727.06,7388.42,4006.57,3042.0,1929.5
1993-08-24,459.77,20431.84,715.03,7327.68,3977.37,3049.3,1919.5
1993-08-25,460.13,20521.45,705.1,7265.58,3976.69,3079.2,1916.9
1993-08-26,461.04,20591.76,695.74,7449.08,3984.67,3079.2,1937.4
1993-08-27,460.54,20791.68,685.87,7422.98,3919.96,3100.6,1946.8
1993-08-30,461.9,20912.69,672.12,7422.98,3923.45,3100.6,1955.0
1993-08-31,463.56,21026.6,664.88,7549.73,3892.04,3100.0,1961.6
1993-09-01,463.15,20953.3,674.86,7542.19,3859.09,3085.1,1977.3
1993-09-02,461.3,20983.2,678.03,7493.45,3862.7,3072.6,1968.5
1993-09-03,461.34,21116.21,680.36,7512.13,3817.12,3057.3,1953.0
1993-09-07,458.52,20962.1,690.95,7546.71,3874.03,3038.6,1923.6
1993-09-08,456.65,20918.19,683.6,7607.13,3865.19,3035.4,1895.7
1993-09-09,457.5,20825.58,696.14,7586.76,3841.32,3031.2,1888.3
1993-09-10,461.72,20817.98,696.76,7593.45,3873.06,3037.0,1896.6
1993-09-13,462.06,21148.11,700.75,7475.97,3841.29,3024.8,1893.8
1993-09-14,459.9,20947.79,695.37,7473.85,3826.5,3028.0,1870.1
1993-09-15,461.6,20947.79,691.44,7488.77,3782.1,2989.4,1859.1
1993-09-16,459.43,20502.15,686.39,7418.11,3765.01,3003.9,1856.5
1993-09-17,458.83,20391.04,688.34,7418.11,3941.49,3005.5,1879.7
1993-09-20,455.05,20266.03,695.12,7390.6,3927.81,3004.5,1878.4
1993-09-21,452.95,20466.65,694.66,7495.31,3904.38,3001.6,1880.7
1993-09-22,456.2,20174.62,697.56,7478.9,3888.74,3007.5,1874.7
1993-09-23,457.74,20174.62,703.49,7581.0,3879.99,3001.3,1884.5
1993-09-24,457.63,20307.53,702.2,7525.05,3881.72,3005.2,1902.3
1993-09-27,461.8,20094.11,717.83,7452.09,3848.46,3026.3,1897.7
1993-09-28,461.53,20172.72,718.87,7470.5,3848.46,3036.9,1896.9
1993-09-29,460.11,20077.41,718.87,7551.1,3832.69,3030.1,1906.8
1993-09-30,458.93,20105.71,718.87,7676.22,3832.69,3037.5,1919.8
1993-10-01,461.29,20283.13,718.87,7676.22,3805.4,3039.3,1928.8
1993-10-04,461.34,20264.43,715.05,7744.32,3808.24,3067.7,1932.5
1993-10-05,461.2,20321.93,717.71,7869.48,3813.26,3085.2,1955.6
1993-10-06,460.74,20500.25,716.9,8041.57,3814.62,3100.8,1975.2
1993-10-07,459.18,20265.63,717.82,8066.79,3894.94,3092.4,1976.5
1993-10-08,460.31,20378.64,714.58,8005.56,3863.19,3108.6,1981.4
1993-10-11,460.88,20378.64,722.09,8192.18,3863.19,3102.2,1994.1
1993-10-12,461.12,20137.31,723.57,8253.45,3942.25,3094.7,1982.0
1993-10-13,461.49,20038.4,740.39,8292.96,3994.51,3080.9,1993.0
