"","SPX","NKY","KOSPI","HSI","TWSE","UKX","AS51"
"2022-07-25",0.000152950087949605,0.000100330835039017,0.000121940995801456,0.000164808046667881,0.000194880326070882,0.00011451768865731,4.59500864742991e-05
"2022-07-26",0.000151369173182456,9.38635178646019e-05,0.000113710477074016,0.000168743623221902,0.000188379986501448,0.000104346378705653,4.27038991401321e-05
"2022-07-27",0.000201025361810467,9.2383243922066e-05,0.000107900422492838,0.000158652261126602,0.000183198088618214,0.000103258470114977,4.32955825146225e-05
"2022-07-28",0.000199090842226633,9.26620298451736e-05,0.000100482098902722,0.000164507457030246,0.000177467683380675,9.96541393013712e-05,4.01946301046273e-05
"2022-07-29",0.000201241306188375,8.7799630787071e-05,9.42566268352606e-05,0.000210513076955915,0.000167374124902376,9.53257843762036e-05,4.01660074390073e-05
"2022-08-01",0.000178736132019284,8.15959592110349e-05,9.03036124381591e-05,0.000200642588245422,0.00015845478529815,8.81748849157743e-05,3.76499804030507e-05
"2022-08-02",0.0001638701433677,8.8576587026054e-05,8.49808358343637e-05,0.000220799771127916,0.000162864715578258,8.06710107783642e-05,3.58747876179947e-05
"2022-08-03",0.000168847957961898,8.63508467915381e-05,8.8612007207266e-05,0.000205720440097286,0.000154229946255478,7.85850285924897e-05,3.36276546165358e-05
"2022-08-04",0.000149917517058555,8.0142715456858e-05,8.26708970851915e-05,0.000202431981963285,0.000152105800929317,7.35185952070139e-05,3.53365915969976e-05
"2022-08-05",0.000133711583919369,8.41914655640725e-05,8.1526718257319e-05,0.000188293377741286,0.000172156497999209,6.75588728083827e-05,3.60024860520672e-05
"2022-08-08",0.000119466134967949,8.03774921593673e-05,7.62633563196979e-05,0.000176831354854189,0.000161475675827742,6.55505599104154e-05,3.43089733259177e-05
"2022-08-09",0.000109079162160833,8.2960622044629e-05,7.22051542692343e-05,0.000164734662660912,0.000151805789910107,6.08026693441459e-05,3.2153038392711e-05
"2022-08-10",0.000142250683447207,7.9979231103263e-05,7.21633525909035e-05,0.000178877403983994,0.000144807963879029,5.75057536790562e-05,3.13939197875296e-05
"2022-08-11",0.00012662981804391,8.58720036575143e-05,7.3228657598533e-05,0.000176242995403396,0.0001439649277139,6.63360356283148e-05,2.99356916221902e-05
"2022-08-12",0.000144407395555373,0.000156164863650817,6.93213355350319e-05,0.000168804288943563,0.000137924238883128,6.2488925295377e-05,2.84736286168465e-05
"2022-08-15",0.000130887364984354,0.000144488312659374,6.83177071519762e-05,0.000171263838722756,0.000129867181632502,5.89301284767795e-05,2.76276515884552e-05
"2022-08-16",0.000117010036162887,0.000131743203970618,6.38706002019687e-05,0.00016955661559978,0.00012206354121525,5.50178936186552e-05,2.83207709315686e-05
"2022-08-17",0.000110252634259349,0.000131529954159481,6.42693752170641e-05,0.000157944417758689,0.000115256657341879,5.13075002204892e-05,2.74146776686856e-05
"2022-08-18",9.87705173093662e-05,0.000121928438130393,6.00783884385729e-05,0.000147333823574165,0.000108738988064406,5.01349186481191e-05,2.60404234293683e-05
